"2019 Medicare Advantage, and Cost Plans",,,,,,,,,,,,,,,
"Data as of October 10, 2018.  Includes 2019 approved contracts/plans.  PACE, Special Needs Plans, Part B Only Plans, and Employer sponsored plans (800 series) are excluded. Plans under sanction are not shown.  Medicare/Medicaid plans are shown in a separate Landscape file.",,,,,,,,,,,,,,,
"Notes: Data are subject to change as contracts are finalized.  For 2019, enhanced alternative plans may offer additional cost sharing reductions in the gap on a sub-set of the formulary drugs, beyond the standard Part D benefit.  ",,,,,,,,,,,,,,,
* Indicates plan does not offer Part D drug coverage.,,,,,,,,,,,,,,,
** MOOP is defined as: Maximum Out-of-Pocket (MOOP) limit on enrollee spending that includes costs for all in-network Part A and Part B Services. N/A is defined as Not Applicable,,,,,,,,,,,,,,,
State,County,Organization Name,Plan Name,Type of Medicare Health Plan," Monthly Consolidated Premium 
(Includes 
Part C + D) ", Annual Drug Deductible ,"Drug 
Benefit 
Type","
Additional Coverage Offered in the Gap",Drug Benefit Type Detail,Contract ID,Plan ID,Segment ID,In-network MOOP Amount **,Overall Star Rating,
Alabama,Barbour,Humana,HumanaChoice H5216-096 (PPO),Local PPO, $39.00 , $150.00 ,Enhanced,No,EA,H5216,096,0," $6,700 ",4 Stars,
Alabama,Barbour,Aetna Medicare,Aetna Medicare Essential Plan (PPO),Local PPO, $-   , $95.00 ,Enhanced,Yes,EA,H5521,091,0," $5,900 ",4 Stars,
Alabama,Barbour,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),Local PPO, $-   , $95.00 ,Enhanced,Yes,EA,H5521,222,0," $5,700 ",4 Stars,
Alabama,Barbour,Aetna Medicare,Aetna Medicare Basics Plan (PPO),Local PPO *, $-   ,,,,,H5521,229,0," $4,500 ",4 Stars,
Alabama,Barbour,Humana,HumanaChoice R7315-001 (Regional PPO),Regional PPO *, $-   ,,,,,R7315,001,0," $3,400 ",3.5 Stars,
Alabama,Barbour,Humana,HumanaChoice R7315-002 (Regional PPO),Regional PPO, $85.00 , $360.00 ,Basic,No,BA,R7315,002,0," $6,700 ",3.5 Stars,
Alabama,Bibb,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $-   , $100.00 ,Enhanced,Yes,EA,H0104,014,0," $4,900 ",3.5 Stars,
Alabama,Bibb,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $159.00 , $-   ,Enhanced,Yes,EA,H0104,015,0," $3,400 ",3.5 Stars,
Alabama,Bibb,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),Local HMO, $-   , $55.00 ,Enhanced,No,EA,H2802,041,0," $5,000 ",3.5 Stars,
Alabama,Bibb,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),Local HMO, $43.00 , $-   ,Enhanced,No,EA,H2802,042,0," $3,900 ",3.5 Stars,
Alabama,Bibb,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *, $-   ,,,,,H4513,045,0," $6,700 ",4.5 Stars,
Alabama,Bibb,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO, $-   , $200.000 ,Enhanced,No,EA,H4513,046,1," $6,700 ",4.5 Stars,
Alabama,Bibb,Cigna-HealthSpring,Cigna-HealthSpring PreferredPlus Direct (HMO),Local HMO, $49.000 , $-   ,Enhanced,No,EA,H4513,047,0," $4,900 ",4.5 Stars,
Alabama,Bibb,Humana,HumanaChoice H5216-095 (PPO),Local PPO, $22.00 , $150.00 ,Enhanced,No,EA,H5216,095,0," $6,700 ",4 Stars,
Alabama,Bibb,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),Local PPO, $-   , $95.00 ,Enhanced,Yes,EA,H5521,171,0," $5,700 ",4 Stars,
Alabama,Bibb,Aetna Medicare,Aetna Medicare Basics Plan (PPO),Local PPO *, $-   ,,,,,H5521,229,0," $4,500 ",4 Stars,
Alabama,Bibb,Humana,Humana Gold Plus H5619-088 (HMO),Local HMO, $-   , $-   ,Enhanced,No,EA,H5619,088,0," $6,300 ",4 Stars,
Alabama,Bibb,Humana,HumanaChoice R7315-001 (Regional PPO),Regional PPO *, $-   ,,,,,R7315,001,0," $3,400 ",3.5 Stars,
Alabama,Bibb,Humana,HumanaChoice R7315-002 (Regional PPO),Regional PPO, $85.00 , $360.00 ,Basic,No,BA,R7315,002,0," $6,700 ",3.5 Stars,
Alabama,Blount,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $-   , $100.00 ,Enhanced,Yes,EA,H0104,012,0," $4,900 ",3.5 Stars,
Alabama,Blount,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $159.00 , $-   ,Enhanced,Yes,EA,H0104,015,0," $3,400 ",3.5 Stars,
Alabama,Blount,VIVA Medicare,VIVA Medicare Select (HMO),Local HMO *, $-   ,,,,,H0154,008,0," $6,700 ",4 Stars,
Alabama,Blount,VIVA Medicare,VIVA Medicare Premier (HMO),Local HMO, $99.00 , $-   ,Enhanced,Yes,EA,H0154,011,0," $5,500 ",4 Stars,
Alabama,Blount,VIVA Medicare,VIVA Medicare Me (HMO),Local HMO, $-   , $-   ,Enhanced,Yes,EA,H0154,014,0," $5,900 ",4 Stars,
Alabama,Blount,VIVA Medicare,VIVA Medicare Plus (HMO),Local HMO, $-   , $100.00 ,Enhanced,Yes,EA,H0154,015,1," $6,700 ",4 Stars,
Alabama,Blount,VIVA Medicare,VIVA Medicare Prime (HMO),Local HMO, $41.00 , $-   ,Enhanced,Yes,EA,H0154,016,0," $5,900 ",4 Stars,
Alabama,Blount,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),Local HMO, $-   , $55.00 ,Enhanced,No,EA,H2802,041,0," $5,000 ",3.5 Stars,
Alabama,Blount,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),Local HMO, $43.00 , $-   ,Enhanced,No,EA,H2802,042,0," $3,900 ",3.5 Stars,
Alabama,Blount,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *, $-   ,,,,,H4513,045,0," $6,700 ",4.5 Stars,
Alabama,Blount,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO, $-   , $200.000 ,Enhanced,No,EA,H4513,046,2," $6,700 ",4.5 Stars,
Alabama,Blount,Cigna-HealthSpring,Cigna-HealthSpring PreferredPlus Direct (HMO),Local HMO, $49.000 , $-   ,Enhanced,No,EA,H4513,048,0," $4,900 ",4.5 Stars,
Alabama,Blount,Humana,HumanaChoice H5216-095 (PPO),Local PPO, $22.00 , $150.00 ,Enhanced,No,EA,H5216,095,0," $6,700 ",4 Stars,
Alabama,Blount,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),Local PPO, $-   , $95.00 ,Enhanced,Yes,EA,H5521,171,0," $5,700 ",4 Stars,
Alabama,Blount,Aetna Medicare,Aetna Medicare Basics Plan (PPO),Local PPO *, $-   ,,,,,H5521,229,0," $4,500 ",4 Stars,
Alabama,Blount,Humana,Humana Gold Plus H5619-088 (HMO),Local HMO, $-   , $-   ,Enhanced,No,EA,H5619,088,0," $6,300 ",4 Stars,
Alabama,Blount,Humana,HumanaChoice R7315-001 (Regional PPO),Regional PPO *, $-   ,,,,,R7315,001,0," $3,400 ",3.5 Stars,
Alabama,Blount,Humana,HumanaChoice R7315-002 (Regional PPO),Regional PPO, $85.00 , $360.00 ,Basic,No,BA,R7315,002,0," $6,700 ",3.5 Stars,
Alabama,Bullock,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $-   , $100.00 ,Enhanced,Yes,EA,H0104,012,0," $4,900 ",3.5 Stars,
Alabama,Bullock,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $159.00 , $-   ,Enhanced,Yes,EA,H0104,015,0," $3,400 ",3.5 Stars,
Alabama,Bullock,VIVA Medicare,VIVA Medicare Select (HMO),Local HMO *, $-   ,,,,,H0154,008,0," $6,700 ",4 Stars,
Alabama,Bullock,VIVA Medicare,VIVA Medicare Premier (HMO),Local HMO, $99.00 , $-   ,Enhanced,Yes,EA,H0154,011,0," $5,500 ",4 Stars,
Alabama,Bullock,VIVA Medicare,VIVA Medicare Plus (HMO),Local HMO, $28.00 , $100.00 ,Enhanced,Yes,EA,H0154,015,2," $6,700 ",4 Stars,
Alabama,Bullock,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),Local HMO, $-   , $55.00 ,Enhanced,No,EA,H0432,003,0," $5,900 ",Plan too new to be measured,
Alabama,Bullock,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),Local HMO, $46.00 , $-   ,Enhanced,No,EA,H0432,004,0," $3,900 ",Plan too new to be measured,
Alabama,Bullock,Humana,HumanaChoice H5216-095 (PPO),Local PPO, $22.00 , $150.00 ,Enhanced,No,EA,H5216,095,0," $6,700 ",4 Stars,
Alabama,Bullock,Humana,HumanaChoice R7315-001 (Regional PPO),Regional PPO *, $-   ,,,,,R7315,001,0," $3,400 ",3.5 Stars,
Alabama,Bullock,Humana,HumanaChoice R7315-002 (Regional PPO),Regional PPO, $85.00 , $360.00 ,Basic,No,BA,R7315,002,0," $6,700 ",3.5 Stars,
Alabama,Butler,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $-   , $100.00 ,Enhanced,Yes,EA,H0104,012,0," $4,900 ",3.5 Stars,
Alabama,Butler,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $159.00 , $-   ,Enhanced,Yes,EA,H0104,015,0," $3,400 ",3.5 Stars,
Alabama,Butler,Humana,HumanaChoice H5216-095 (PPO),Local PPO, $22.00 , $150.00 ,Enhanced,No,EA,H5216,095,0," $6,700 ",4 Stars,
Alabama,Butler,Humana,Humana Value Plus H5216-179 (PPO),Local PPO, $30.30 , $375.00 ,Basic,No,BA,H5216,179,0," $6,700 ",4 Stars,
Alabama,Butler,Humana,HumanaChoice R7315-001 (Regional PPO),Regional PPO *, $-   ,,,,,R7315,001,0," $3,400 ",3.5 Stars,
Alabama,Butler,Humana,HumanaChoice R7315-002 (Regional PPO),Regional PPO, $85.00 , $360.00 ,Basic,No,BA,R7315,002,0," $6,700 ",3.5 Stars,
Alabama,Calhoun,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $-   , $100.00 ,Enhanced,Yes,EA,H0104,012,0," $4,900 ",3.5 Stars,
Alabama,Calhoun,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $159.00 , $-   ,Enhanced,Yes,EA,H0104,015,0," $3,400 ",3.5 Stars,
Alabama,Calhoun,VIVA Medicare,VIVA Medicare Select (HMO),Local HMO *, $-   ,,,,,H0154,008,0," $6,700 ",4 Stars,
Alabama,Calhoun,VIVA Medicare,VIVA Medicare Premier (HMO),Local HMO, $99.00 , $-   ,Enhanced,Yes,EA,H0154,011,0," $5,500 ",4 Stars,
Alabama,Calhoun,VIVA Medicare,VIVA Medicare Plus (HMO),Local HMO, $-   , $100.00 ,Enhanced,Yes,EA,H0154,015,1," $6,700 ",4 Stars,
Alabama,Calhoun,VIVA Medicare,VIVA Medicare Prime (HMO),Local HMO, $41.00 , $-   ,Enhanced,Yes,EA,H0154,016,0," $5,900 ",4 Stars,
Alabama,Calhoun,Humana,HumanaChoice R7315-001 (Regional PPO),Regional PPO *, $-   ,,,,,R7315,001,0," $3,400 ",3.5 Stars,
Alabama,Calhoun,Humana,HumanaChoice R7315-002 (Regional PPO),Regional PPO, $85.00 , $360.00 ,Basic,No,BA,R7315,002,0," $6,700 ",3.5 Stars,
Alabama,Chambers,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $-   , $100.00 ,Enhanced,Yes,EA,H0104,012,0," $4,900 ",3.5 Stars,
Alabama,Chambers,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $159.00 , $-   ,Enhanced,Yes,EA,H0104,015,0," $3,400 ",3.5 Stars,
Alabama,Chambers,Humana,HumanaChoice H5216-142 (PPO),Local PPO, $39.00 , $250.00 ,Enhanced,No,EA,H5216,142,2," $6,700 ",4 Stars,
Alabama,Chambers,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),Local PPO, $-   , $95.00 ,Enhanced,Yes,EA,H5521,224,0," $5,700 ",4 Stars,
Alabama,Chambers,Aetna Medicare,Aetna Medicare Basics Plan (PPO),Local PPO *, $-   ,,,,,H5521,229,0," $4,500 ",4 Stars,
Alabama,Chambers,Humana,Humana Gold Plus H5619-112 (HMO),Local HMO, $-   , $275.00 ,Enhanced,No,EA,H5619,112,0," $6,300 ",4 Stars,
Alabama,Chambers,Humana,HumanaChoice R7315-001 (Regional PPO),Regional PPO *, $-   ,,,,,R7315,001,0," $3,400 ",3.5 Stars,
Alabama,Chambers,Humana,HumanaChoice R7315-002 (Regional PPO),Regional PPO, $85.00 , $360.00 ,Basic,No,BA,R7315,002,0," $6,700 ",3.5 Stars,
Alabama,Cherokee,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $-   , $100.00 ,Enhanced,Yes,EA,H0104,012,0," $4,900 ",3.5 Stars,
Alabama,Cherokee,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $159.00 , $-   ,Enhanced,Yes,EA,H0104,015,0," $3,400 ",3.5 Stars,
Alabama,Cherokee,VIVA Medicare,VIVA Medicare Select (HMO),Local HMO *, $-   ,,,,,H0154,008,0," $6,700 ",4 Stars,
Alabama,Cherokee,VIVA Medicare,VIVA Medicare Premier (HMO),Local HMO, $99.00 , $-   ,Enhanced,Yes,EA,H0154,011,0," $5,500 ",4 Stars,
Alabama,Cherokee,VIVA Medicare,VIVA Medicare Plus (HMO),Local HMO, $28.00 , $100.00 ,Enhanced,Yes,EA,H0154,015,2," $6,700 ",4 Stars,
Alabama,Cherokee,VIVA Medicare,VIVA Medicare Prime (HMO),Local HMO, $41.00 , $-   ,Enhanced,Yes,EA,H0154,016,0," $5,900 ",4 Stars,
Alabama,Cherokee,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *, $-   ,,,,,H4513,045,0," $6,700 ",4.5 Stars,
Alabama,Cherokee,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO, $-   , $200.000 ,Enhanced,No,EA,H4513,046,2," $6,700 ",4.5 Stars,
Alabama,Cherokee,Cigna-HealthSpring,Cigna-HealthSpring PreferredPlus Direct (HMO),Local HMO, $49.000 , $-   ,Enhanced,No,EA,H4513,048,0," $4,900 ",4.5 Stars,
Alabama,Cherokee,Humana,HumanaChoice H5216-094 (PPO),Local PPO, $45.00 , $-   ,Enhanced,No,EA,H5216,094,0," $6,700 ",4 Stars,
Alabama,Cherokee,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),Local PPO, $-   , $95.00 ,Enhanced,Yes,EA,H5521,227,0," $5,700 ",4 Stars,
Alabama,Cherokee,Aetna Medicare,Aetna Medicare Basics Plan (PPO),Local PPO *, $-   ,,,,,H5521,229,0," $4,500 ",4 Stars,
Alabama,Cherokee,Humana,HumanaChoice R7315-001 (Regional PPO),Regional PPO *, $-   ,,,,,R7315,001,0," $3,400 ",3.5 Stars,
Alabama,Cherokee,Humana,HumanaChoice R7315-002 (Regional PPO),Regional PPO, $85.00 , $360.00 ,Basic,No,BA,R7315,002,0," $6,700 ",3.5 Stars,
Alabama,Chilton,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $-   , $100.00 ,Enhanced,Yes,EA,H0104,014,0," $4,900 ",3.5 Stars,
Alabama,Chilton,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $159.00 , $-   ,Enhanced,Yes,EA,H0104,015,0," $3,400 ",3.5 Stars,
Alabama,Chilton,VIVA Medicare,VIVA Medicare Select (HMO),Local HMO *, $-   ,,,,,H0154,008,0," $6,700 ",4 Stars,
Alabama,Chilton,VIVA Medicare,VIVA Medicare Premier (HMO),Local HMO, $99.00 , $-   ,Enhanced,Yes,EA,H0154,011,0," $5,500 ",4 Stars,
Alabama,Chilton,VIVA Medicare,VIVA Medicare Me (HMO),Local HMO, $-   , $-   ,Enhanced,Yes,EA,H0154,014,0," $5,900 ",4 Stars,
Alabama,Chilton,VIVA Medicare,VIVA Medicare Plus (HMO),Local HMO, $-   , $100.00 ,Enhanced,Yes,EA,H0154,015,1," $6,700 ",4 Stars,
Alabama,Chilton,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),Local HMO, $-   , $55.00 ,Enhanced,No,EA,H2802,041,0," $5,000 ",3.5 Stars,
Alabama,Chilton,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),Local HMO, $43.00 , $-   ,Enhanced,No,EA,H2802,042,0," $3,900 ",3.5 Stars,
Alabama,Chilton,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *, $-   ,,,,,H4513,045,0," $6,700 ",4.5 Stars,
Alabama,Chilton,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO, $-   , $200.000 ,Enhanced,No,EA,H4513,046,1," $6,700 ",4.5 Stars,
Alabama,Chilton,Cigna-HealthSpring,Cigna-HealthSpring PreferredPlus Direct (HMO),Local HMO, $49.000 , $-   ,Enhanced,No,EA,H4513,047,0," $4,900 ",4.5 Stars,
Alabama,Chilton,Humana,HumanaChoice H5216-095 (PPO),Local PPO, $22.00 , $150.00 ,Enhanced,No,EA,H5216,095,0," $6,700 ",4 Stars,
Alabama,Chilton,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),Local PPO, $-   , $95.00 ,Enhanced,Yes,EA,H5521,224,0," $5,700 ",4 Stars,
Alabama,Chilton,Aetna Medicare,Aetna Medicare Basics Plan (PPO),Local PPO *, $-   ,,,,,H5521,229,0," $4,500 ",4 Stars,
Alabama,Chilton,Humana,HumanaChoice R7315-001 (Regional PPO),Regional PPO *, $-   ,,,,,R7315,001,0," $3,400 ",3.5 Stars,
Alabama,Chilton,Humana,HumanaChoice R7315-002 (Regional PPO),Regional PPO, $85.00 , $360.00 ,Basic,No,BA,R7315,002,0," $6,700 ",3.5 Stars,
Alabama,Choctaw,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $-   , $100.00 ,Enhanced,Yes,EA,H0104,012,0," $4,900 ",3.5 Stars,
Alabama,Choctaw,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $159.00 , $-   ,Enhanced,Yes,EA,H0104,015,0," $3,400 ",3.5 Stars,
Alabama,Choctaw,Humana,HumanaChoice H5216-094 (PPO),Local PPO, $45.00 , $-   ,Enhanced,No,EA,H5216,094,0," $6,700 ",4 Stars,
Alabama,Choctaw,Humana,HumanaChoice R7315-001 (Regional PPO),Regional PPO *, $-   ,,,,,R7315,001,0," $3,400 ",3.5 Stars,
Alabama,Choctaw,Humana,HumanaChoice R7315-002 (Regional PPO),Regional PPO, $85.00 , $360.00 ,Basic,No,BA,R7315,002,0," $6,700 ",3.5 Stars,
Alabama,Clarke,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $-   , $100.00 ,Enhanced,Yes,EA,H0104,012,0," $4,900 ",3.5 Stars,
Alabama,Clarke,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $159.00 , $-   ,Enhanced,Yes,EA,H0104,015,0," $3,400 ",3.5 Stars,
Alabama,Clarke,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),Local HMO, $-   , $55.00 ,Enhanced,No,EA,H0432,005,0," $5,900 ",Plan too new to be measured,
Alabama,Clarke,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),Local HMO, $46.00 , $-   ,Enhanced,No,EA,H0432,006,0," $3,900 ",Plan too new to be measured,
Alabama,Clarke,Humana,HumanaChoice H5525-020 (PPO),Local PPO, $45.00 , $360.00 ,Enhanced,No,EA,H5525,020,0," $6,700 ",4 Stars,
Alabama,Clarke,Humana,Humana Gold Plus H5619-089 (HMO),Local HMO, $-   , $-   ,Enhanced,No,EA,H5619,089,0," $5,600 ",4 Stars,
Alabama,Clarke,Humana,HumanaChoice R7315-001 (Regional PPO),Regional PPO *, $-   ,,,,,R7315,001,0," $3,400 ",3.5 Stars,
Alabama,Clarke,Humana,HumanaChoice R7315-002 (Regional PPO),Regional PPO, $85.00 , $360.00 ,Basic,No,BA,R7315,002,0," $6,700 ",3.5 Stars,
