"2016 Medicare Advantage, and Cost Plans",,,,,,,,,,,,,,,
"Data as of September 9, 2015.  Includes 2016 approved contracts/plans.  PACE, Special Needs Plans, Part B Only Plans, and Employer  sponsored plans (800 series) are excluded. Plans under sanction are not shown.  Medicare/Medicaid plans are shown in a separate Landscape file.",,,,,,,,,,,,,,,
"Notes: Data are subject to change as contracts are finalized.  For 2016, enhanced alternative plans may offer additional cost sharing reductions in the gap on a sub-set of the formulary drugs, beyond the standard Part D benefit.  ",,,,,,,,,,,,,,,
* Indicates plan does not offer Part D drug coverage.,,,,,,,,,,,,,,,
** MOOP is defined as: Maximum Out-of-Pocket (MOOP) limit on enrollee spending that includes costs for all in-network Part A and Part B Services. N/A is defined as Not Applicable,,,,,,,,,,,,,,,
State,County,Organization Name,Plan Name,Type of Medicare Health Plan,"Monthly Consolidated Premium 
(Includes 
Part C + D)",Annual Drug Deductible,"Drug 
Benefit 
Type","
Additional Coverage Offered in the Gap",Drug Benefit Type Detail,Contract ID,Plan ID,Segment ID,In-network MOOP Amount **,Overall Star Rating,
Nebraska,Butler,Coventry Health Care,Advantra Connect Plus (HMO),Local HMO,$188.00 ,$0.00 ,Enhanced,Yes,EA,H7149,005,0," $4,500 ",3.5 Stars,
Nebraska,Butler,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO,$20.00 ,$100.00 ,Enhanced,No,EA,H1608,012,0," $5,500 ",4.5 Stars,
Nebraska,Butler,Coventry Health Care,Coventry Advantra Silver (HMO),Local HMO,$0.00 ,$100.00 ,Enhanced,No,EA,H7149,001,0," $5,000 ",3.5 Stars,
Nebraska,Cass,"CHA HMO, Inc.",Humana Gold Plus H0028-001 (HMO),Local HMO,$0.00 ,$360.00 ,Enhanced,Yes,EA,H0028,001,0," $6,700 ",4 Stars,
Nebraska,Cass,Coventry Health Care,Advantra Connect Plus (HMO),Local HMO,$188.00 ,$0.00 ,Enhanced,Yes,EA,H7149,005,0," $4,500 ",3.5 Stars,
Nebraska,Cass,Coventry Health Care,Coventry Advantra Silver (HMO),Local HMO,$0.00 ,$100.00 ,Enhanced,No,EA,H7149,001,0," $5,000 ",3.5 Stars,
Nebraska,Cass,"Humana Health Plan, Inc.",Humana Gold Plus H2012-021 (HMO),Local HMO,$0.00 ,$360.00 ,Enhanced,Yes,EA,H2012,021,0," $6,700 ",4 Stars,
Nebraska,Cass,Humana Insurance Company,HumanaChoice H6609-003 (PPO),Local PPO,$109.00 ,$360.00 ,Basic,No,BA,H6609,003,0," $6,700 ",4 Stars,
Nebraska,Cass,Humana Insurance Company,HumanaChoice H6609-004 (PPO),Local PPO *,$0.00 ,,,,,H6609,004,0," $6,700 ",4 Stars,
Nebraska,Cedar,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Cedar,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,Cheyenne,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Cheyenne,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,Colfax,Coventry Health Care,Advantra Connect Plus (HMO),Local HMO,$188.00 ,$0.00 ,Enhanced,Yes,EA,H7149,005,0," $4,500 ",3.5 Stars,
Nebraska,Colfax,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO,$20.00 ,$100.00 ,Enhanced,No,EA,H1608,012,0," $5,500 ",4.5 Stars,
Nebraska,Colfax,Coventry Health Care,Coventry Advantra Silver (HMO),Local HMO,$0.00 ,$100.00 ,Enhanced,No,EA,H7149,001,0," $5,000 ",3.5 Stars,
Nebraska,Cuming,Coventry Health Care,Advantra Connect Plus (HMO),Local HMO,$188.00 ,$0.00 ,Enhanced,Yes,EA,H7149,005,0," $4,500 ",3.5 Stars,
Nebraska,Cuming,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO,$20.00 ,$100.00 ,Enhanced,No,EA,H1608,012,0," $5,500 ",4.5 Stars,
Nebraska,Cuming,Coventry Health Care,Coventry Advantra Silver (HMO),Local HMO,$0.00 ,$100.00 ,Enhanced,No,EA,H7149,001,0," $5,000 ",3.5 Stars,
Nebraska,Dakota,"CHA HMO, Inc.",Humana Gold Plus H0028-001 (HMO),Local HMO,$0.00 ,$360.00 ,Enhanced,Yes,EA,H0028,001,0," $6,700 ",4 Stars,
Nebraska,Dakota,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Dakota,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,Dawes,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Dawes,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,Dawson,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Dawson,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,Dixon,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Dodge,"CHA HMO, Inc.",Humana Gold Plus H0028-001 (HMO),Local HMO,$0.00 ,$360.00 ,Enhanced,Yes,EA,H0028,001,0," $6,700 ",4 Stars,
Nebraska,Dodge,Coventry Health Care,Advantra Connect Plus (HMO),Local HMO,$188.00 ,$0.00 ,Enhanced,Yes,EA,H7149,005,0," $4,500 ",3.5 Stars,
Nebraska,Dodge,Coventry Health Care,Coventry Advantra Silver (HMO),Local HMO,$0.00 ,$100.00 ,Enhanced,No,EA,H7149,001,0," $5,000 ",3.5 Stars,
Nebraska,Dodge,"Humana Health Plan, Inc.",Humana Gold Plus H2012-021 (HMO),Local HMO,$0.00 ,$360.00 ,Enhanced,Yes,EA,H2012,021,0," $6,700 ",4 Stars,
Nebraska,Dodge,Humana Insurance Company,HumanaChoice H6609-003 (PPO),Local PPO,$109.00 ,$360.00 ,Basic,No,BA,H6609,003,0," $6,700 ",4 Stars,
Nebraska,Dodge,Humana Insurance Company,HumanaChoice H6609-004 (PPO),Local PPO *,$0.00 ,,,,,H6609,004,0," $6,700 ",4 Stars,
Nebraska,Douglas,"CHA HMO, Inc.",Humana Gold Plus H0028-001 (HMO),Local HMO,$0.00 ,$360.00 ,Enhanced,Yes,EA,H0028,001,0," $6,700 ",4 Stars,
Nebraska,Douglas,Coventry Health Care,Advantra Connect Plus (HMO),Local HMO,$188.00 ,$0.00 ,Enhanced,Yes,EA,H7149,005,0," $4,500 ",3.5 Stars,
Nebraska,Douglas,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO,$20.00 ,$100.00 ,Enhanced,No,EA,H1608,012,0," $5,500 ",4.5 Stars,
Nebraska,Douglas,Coventry Health Care,Coventry Advantra Silver (HMO),Local HMO,$0.00 ,$100.00 ,Enhanced,No,EA,H7149,001,0," $5,000 ",3.5 Stars,
Nebraska,Douglas,Coventry Health Care,Coventry Total Care (HMO),Local HMO,$0.00 ,$0.00 ,Enhanced,No,EA,H7149,004,0," $3,500 ",3.5 Stars,
Nebraska,Douglas,Health Alliance Medicare,Health Alliance Medicare Guide HMO Rx (HMO),Local HMO,$0.00 ,$360.00 ,Basic,No,BA,H1737,001,0," $4,900 ",Not enough data available,
Nebraska,Douglas,Health Alliance Medicare,Health Alliance Medicare Guide Plus HMO Rx (HMO),Local HMO,$39.00 ,$360.00 ,Basic,No,BA,H1737,003,0," $3,000 ",Not enough data available,
Nebraska,Douglas,Health Alliance Medicare,Health Alliance Medicare Guide PPO Rx (PPO),Local PPO,$95.00 ,$360.00 ,Basic,No,BA,H2591,001,0," $4,500 ",Plan too new to be measured,
Nebraska,Douglas,HeartlandPlains Health,Classic Plus Rx (HMO),Local HMO,$0.00 ,$0.00 ,Enhanced,No,EA,H3765,001,0," $4,200 ",Plan too new to be measured,
Nebraska,Douglas,"Humana Health Plan, Inc.",Humana Gold Plus H2012-021 (HMO),Local HMO,$0.00 ,$360.00 ,Enhanced,Yes,EA,H2012,021,0," $6,700 ",4 Stars,
Nebraska,Douglas,Humana Insurance Company,HumanaChoice H6609-003 (PPO),Local PPO,$109.00 ,$360.00 ,Basic,No,BA,H6609,003,0," $6,700 ",4 Stars,
Nebraska,Douglas,Humana Insurance Company,HumanaChoice H6609-004 (PPO),Local PPO *,$0.00 ,,,,,H6609,004,0," $6,700 ",4 Stars,
Nebraska,Douglas,UnitedHealthcare,AARP MedicareComplete (HMO),Local HMO,$0.00 ,$200.00 ,Enhanced,No,EA,H2802,001,0," $5,900 ",4.5 Stars,
Nebraska,Gage,Coventry Health Care,Advantra Connect Plus (HMO),Local HMO,$188.00 ,$0.00 ,Enhanced,Yes,EA,H7149,005,0," $4,500 ",3.5 Stars,
Nebraska,Gage,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO,$20.00 ,$100.00 ,Enhanced,No,EA,H1608,012,0," $5,500 ",4.5 Stars,
Nebraska,Gage,Coventry Health Care,Coventry Advantra Silver (HMO),Local HMO,$0.00 ,$100.00 ,Enhanced,No,EA,H7149,001,0," $5,000 ",3.5 Stars,
Nebraska,Garfield,Humana Insurance Company,Humana Gold Choice H2944-004 (PFFS),PFFS,$96.00 ,$360.00 ,Basic,No,BA,H2944,004,0, N/A ,3.5 Stars,
Nebraska,Gosper,Humana Insurance Company,Humana Gold Choice H2944-004 (PFFS),PFFS,$96.00 ,$360.00 ,Basic,No,BA,H2944,004,0, N/A ,3.5 Stars,
Nebraska,Gosper,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Gosper,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,Hall,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Hall,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,Hamilton,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Hayes,Humana Insurance Company,Humana Gold Choice H2944-004 (PFFS),PFFS,$96.00 ,$360.00 ,Basic,No,BA,H2944,004,0, N/A ,3.5 Stars,
Nebraska,Hooker,Humana Insurance Company,Humana Gold Choice H2944-004 (PFFS),PFFS,$96.00 ,$360.00 ,Basic,No,BA,H2944,004,0, N/A ,3.5 Stars,
Nebraska,Hooker,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Hooker,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,Jefferson,Coventry Health Care,Advantra Connect Plus (HMO),Local HMO,$188.00 ,$0.00 ,Enhanced,Yes,EA,H7149,005,0," $4,500 ",3.5 Stars,
Nebraska,Jefferson,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO,$20.00 ,$100.00 ,Enhanced,No,EA,H1608,012,0," $5,500 ",4.5 Stars,
Nebraska,Jefferson,Coventry Health Care,Coventry Advantra Silver (HMO),Local HMO,$0.00 ,$100.00 ,Enhanced,No,EA,H7149,001,0," $5,000 ",3.5 Stars,
Nebraska,Johnson,Humana Insurance Company,Humana Gold Choice H2944-004 (PFFS),PFFS,$96.00 ,$360.00 ,Basic,No,BA,H2944,004,0, N/A ,3.5 Stars,
Nebraska,Kearney,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Keith,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Keith,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,Keya Paha,Humana Insurance Company,Humana Gold Choice H2944-004 (PFFS),PFFS,$96.00 ,$360.00 ,Basic,No,BA,H2944,004,0, N/A ,3.5 Stars,
Nebraska,Keya Paha,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Keya Paha,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,Knox,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO,$20.00 ,$100.00 ,Enhanced,No,EA,H1608,012,0," $5,500 ",4.5 Stars,
Nebraska,Knox,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Knox,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,Lancaster,"CHA HMO, Inc.",Humana Gold Plus H0028-001 (HMO),Local HMO,$0.00 ,$360.00 ,Enhanced,Yes,EA,H0028,001,0," $6,700 ",4 Stars,
Nebraska,Lancaster,Coventry Health Care,Advantra Connect Plus (HMO),Local HMO,$188.00 ,$0.00 ,Enhanced,Yes,EA,H7149,005,0," $4,500 ",3.5 Stars,
Nebraska,Lancaster,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO,$20.00 ,$100.00 ,Enhanced,No,EA,H1608,012,0," $5,500 ",4.5 Stars,
Nebraska,Lancaster,Coventry Health Care,Coventry Advantra Silver (HMO),Local HMO,$0.00 ,$100.00 ,Enhanced,No,EA,H7149,001,0," $5,000 ",3.5 Stars,
Nebraska,Lancaster,Health Alliance Medicare,Health Alliance Medicare Guide HMO Rx (HMO),Local HMO,$0.00 ,$360.00 ,Basic,No,BA,H1737,001,0," $4,900 ",Not enough data available,
Nebraska,Lancaster,Health Alliance Medicare,Health Alliance Medicare Guide Plus HMO Rx (HMO),Local HMO,$39.00 ,$360.00 ,Basic,No,BA,H1737,003,0," $3,000 ",Not enough data available,
Nebraska,Lancaster,Health Alliance Medicare,Health Alliance Medicare Guide PPO Rx (PPO),Local PPO,$95.00 ,$360.00 ,Basic,No,BA,H2591,001,0," $4,500 ",Plan too new to be measured,
Nebraska,Lancaster,HeartlandPlains Health,Classic Plus Rx (HMO),Local HMO,$0.00 ,$0.00 ,Enhanced,No,EA,H3765,001,0," $4,200 ",Plan too new to be measured,
Nebraska,Lancaster,"Humana Health Plan, Inc.",Humana Gold Plus H2012-021 (HMO),Local HMO,$0.00 ,$360.00 ,Enhanced,Yes,EA,H2012,021,0," $6,700 ",4 Stars,
Nebraska,Lancaster,Humana Insurance Company,HumanaChoice H6609-003 (PPO),Local PPO,$109.00 ,$360.00 ,Basic,No,BA,H6609,003,0," $6,700 ",4 Stars,
Nebraska,Lancaster,Humana Insurance Company,HumanaChoice H6609-004 (PPO),Local PPO *,$0.00 ,,,,,H6609,004,0," $6,700 ",4 Stars,
Nebraska,Lincoln,Humana Insurance Company,Humana Gold Choice H2944-004 (PFFS),PFFS,$96.00 ,$360.00 ,Basic,No,BA,H2944,004,0, N/A ,3.5 Stars,
Nebraska,Logan,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Logan,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,Loup,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Loup,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,Madison,Humana Insurance Company,Humana Gold Choice H2944-004 (PFFS),PFFS,$96.00 ,$360.00 ,Basic,No,BA,H2944,004,0, N/A ,3.5 Stars,
Nebraska,Madison,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Madison,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,McPherson,Humana Insurance Company,Humana Gold Choice H2944-004 (PFFS),PFFS,$96.00 ,$360.00 ,Basic,No,BA,H2944,004,0, N/A ,3.5 Stars,
Nebraska,McPherson,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,McPherson,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,Merrick,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Merrick,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,Morrill,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Morrill,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,Nance,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Nance,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,Nuckolls,Humana Insurance Company,Humana Gold Choice H2944-004 (PFFS),PFFS,$96.00 ,$360.00 ,Basic,No,BA,H2944,004,0, N/A ,3.5 Stars,
Nebraska,Otoe,Coventry Health Care,Advantra Connect Plus (HMO),Local HMO,$188.00 ,$0.00 ,Enhanced,Yes,EA,H7149,005,0," $4,500 ",3.5 Stars,
Nebraska,Otoe,Coventry Health Care,Coventry Advantra Silver (HMO),Local HMO,$0.00 ,$100.00 ,Enhanced,No,EA,H7149,001,0," $5,000 ",3.5 Stars,
Nebraska,Perkins,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Perkins,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,Platte,Humana Insurance Company,Humana Gold Choice H2944-004 (PFFS),PFFS,$96.00 ,$360.00 ,Basic,No,BA,H2944,004,0, N/A ,3.5 Stars,
Nebraska,Platte,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$23.00 ,,,,,H5435,001,0, N/A ,3.5 Stars,
Nebraska,Platte,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$50.00 ,$270.00 ,Basic,No,BA,H5435,024,0, N/A ,3.5 Stars,
Nebraska,Sarpy,"CHA HMO, Inc.",Humana Gold Plus H0028-001 (HMO),Local HMO,$0.00 ,$360.00 ,Enhanced,Yes,EA,H0028,001,0," $6,700 ",4 Stars,
Nebraska,Sarpy,Coventry Health Care,Advantra Connect Plus (HMO),Local HMO,$188.00 ,$0.00 ,Enhanced,Yes,EA,H7149,005,0," $4,500 ",3.5 Stars,
Nebraska,Sarpy,Coventry Health Care,Coventry Advantra Silver (HMO),Local HMO,$0.00 ,$100.00 ,Enhanced,No,EA,H7149,001,0," $5,000 ",3.5 Stars,
Nebraska,Sarpy,Coventry Health Care,Coventry Total Care (HMO),Local HMO,$0.00 ,$0.00 ,Enhanced,No,EA,H7149,004,0," $3,500 ",3.5 Stars,
Nebraska,Sarpy,Health Alliance Medicare,Health Alliance Medicare Guide HMO Rx (HMO),Local HMO,$0.00 ,$360.00 ,Basic,No,BA,H1737,001,0," $4,900 ",Not enough data available,
Nebraska,Sarpy,Health Alliance Medicare,Health Alliance Medicare Guide Plus HMO Rx (HMO),Local HMO,$39.00 ,$360.00 ,Basic,No,BA,H1737,003,0," $3,000 ",Not enough data available,
Nebraska,Sarpy,Health Alliance Medicare,Health Alliance Medicare Guide PPO Rx (PPO),Local PPO,$95.00 ,$360.00 ,Basic,No,BA,H2591,001,0," $4,500 ",Plan too new to be measured,
Nebraska,Sarpy,"Humana Health Plan, Inc.",Humana Gold Plus H2012-021 (HMO),Local HMO,$0.00 ,$360.00 ,Enhanced,Yes,EA,H2012,021,0," $6,700 ",4 Stars,
Nebraska,Sarpy,Humana Insurance Company,HumanaChoice H6609-003 (PPO),Local PPO,$109.00 ,$360.00 ,Basic,No,BA,H6609,003,0," $6,700 ",4 Stars,
Nebraska,Sarpy,Humana Insurance Company,HumanaChoice H6609-004 (PPO),Local PPO *,$0.00 ,,,,,H6609,004,0," $6,700 ",4 Stars,
Nebraska,Sarpy,UnitedHealthcare,AARP MedicareComplete (HMO),Local HMO,$0.00 ,$200.00 ,Enhanced,No,EA,H2802,001,0," $5,900 ",4.5 Stars,
Nebraska,Saunders,"CHA HMO, Inc.",Humana Gold Plus H0028-001 (HMO),Local HMO,$0.00 ,$360.00 ,Enhanced,Yes,EA,H0028,001,0," $6,700 ",4 Stars,
Nebraska,Saunders,Coventry Health Care,Advantra Connect Plus (HMO),Local HMO,$188.00 ,$0.00 ,Enhanced,Yes,EA,H7149,005,0," $4,500 ",3.5 Stars,
Nebraska,Saunders,Coventry Health Care,Coventry Advantra Silver (HMO),Local HMO,$0.00 ,$100.00 ,Enhanced,No,EA,H7149,001,0," $5,000 ",3.5 Stars,
