"2015 Medicare Advantage, and Cost Plans",,,,,,,,,,,,,,,
"Data as of September 2, 2014 (updated on November 4, 2014).  Includes 2015 approved contracts/plans.  PACE, Special Needs Plans, Part B Only Plans, and Employer  sponsored plans (800 series) are excluded. Plans under sanction are not shown.  Medicare/Medicaid plans are shown in a separate Landscape file.",,,,,,,,,,,,,,,
"Notes: Data are subject to change as contracts are finalized.  For 2015, enhanced alternative plans may offer additional cost sharing reductions in the gap on a sub-set of the formulary drugs, beyond the standard Part D benefit.  ",,,,,,,,,,,,,,,
* Indicates plan does not offer Part D drug coverage.,,,,,,,,,,,,,,,
** MOOP is defined as: Maximum Out-of-Pocket (MOOP) limit on enrollee spending that includes costs for all in-network Part A and Part B Services. N/A is defined as Not Applicable,,,,,,,,,,,,,,,
State,County,Organization Name,Plan Name,Type of Medicare Health Plan,"Monthly Consolidated Premium 
(Includes 
Part C + D)",Annual Drug Deductible,"Drug 
Benefit 
Type","
Additional Coverage Offered in the Gap",Drug Benefit Type Detail,Contract ID,Plan ID,Segment ID,In-network MOOP Amount **,Overall Star Rating,
Alabama,Baldwin,"Humana Health Plan, Inc.",Humana Gold Plus H2012-003 (HMO),Local HMO,$0.00 ,$320.00 ,Basic,No,BA,H2012,003,0," $6,700 ",4 stars,
Alabama,Baldwin,"Humana Health Plan, Inc.",Humana Gold Plus H2012-051 (HMO),Local HMO,$77.00 ,$200.00 ,Enhanced,Yes,EA,H2012,051,0," $6,700 ",4 stars,
Alabama,Baldwin,"Humana Benefit Plan of Illinois, Inc.",HumanaChoice H5525-020 (PPO),Local PPO,$53.00 ,$320.00 ,Enhanced,Yes,EA,H5525,020,0," $6,700 ",4 stars,
Alabama,Baldwin,Humana Insurance Company,Humana Gold Choice H8145-075 (PFFS),PFFS,$94.00 ,$100.00 ,Basic,No,BA,H8145,075,0, N/A ,4 stars,
Alabama,Baldwin,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Baldwin,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Barbour,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$69.00 ,$320.00 ,Basic,No,BA,H0104,011,3," $5,000 ",3.5 stars,
Alabama,Barbour,Humana Insurance Company,HumanaChoice H6609-119 (PPO),Local PPO,$60.00 ,$320.00 ,Enhanced,Yes,EA,H6609,119,0," $6,700 ",4.5 stars,
Alabama,Barbour,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Barbour,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Bibb,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO,$159.00 ,$0.00 ,Enhanced,No,EA,H0104,010,4," $3,400 ",3.5 stars,
Alabama,Bibb,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$0.00 ,$320.00 ,Basic,No,BA,H0104,011,6," $5,000 ",3.5 stars,
Alabama,Bibb,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *,$0.00 ,,,,,H0150,012,0," $5,900 ",3.5 stars,
Alabama,Bibb,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO,$0.00 ,$0.00 ,Enhanced,Yes,EA,H0150,024,1," $5,900 ",3.5 stars,
Alabama,Bibb,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),Local HMO,$0.00 ,$55.00 ,Basic,No,BA,H0151,001,0," $5,900 ",3 stars,
Alabama,Bibb,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),Local HMO,$0.00 ,$90.00 ,Basic,No,BA,H0151,025,0," $6,700 ",3 stars,
Alabama,Bibb,"Humana Health Plan, Inc.",Humana Gold Plus H2012-002 (HMO),Local HMO,$23.00 ,$200.00 ,Enhanced,Yes,EA,H2012,002,0," $6,700 ",4 stars,
Alabama,Bibb,Humana Insurance Company,HumanaChoice H6609-099 (PPO),Local PPO,$61.00 ,$200.00 ,Basic,No,BA,H6609,099,0," $6,700 ",4.5 stars,
Alabama,Bibb,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Bibb,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Blount,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO,$159.00 ,$0.00 ,Enhanced,No,EA,H0104,010,4," $3,400 ",3.5 stars,
Alabama,Blount,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$69.00 ,$320.00 ,Basic,No,BA,H0104,011,3," $5,000 ",3.5 stars,
Alabama,Blount,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *,$0.00 ,,,,,H0150,012,0," $5,900 ",3.5 stars,
Alabama,Blount,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO,$0.00 ,$0.00 ,Enhanced,Yes,EA,H0150,024,1," $5,900 ",3.5 stars,
Alabama,Blount,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),Local HMO,$0.00 ,$55.00 ,Basic,No,BA,H0151,001,0," $5,900 ",3 stars,
Alabama,Blount,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),Local HMO,$0.00 ,$90.00 ,Basic,No,BA,H0151,025,0," $6,700 ",3 stars,
Alabama,Blount,VIVA Medicare,VIVA Medicare Plus (HMO),Local HMO,$0.00 ,$150.00 ,Enhanced,No,EA,H0154,001,0," $6,700 ",3.5 stars,
Alabama,Blount,VIVA Medicare,VIVA Medicare Select (HMO),Local HMO *,$0.00 ,,,,,H0154,008,0," $6,700 ",3.5 stars,
Alabama,Blount,VIVA Medicare,VIVA Medicare Premier (HMO),Local HMO,$139.00 ,$0.00 ,Enhanced,Yes,EA,H0154,011,0," $5,000 ",3.5 stars,
Alabama,Blount,VIVA Medicare,VIVA Medicare Me (HMO),Local HMO,$0.00 ,$0.00 ,Enhanced,No,EA,H0154,014,0," $5,000 ",3.5 stars,
Alabama,Blount,Humana Insurance Company,HumanaChoice H6609-099 (PPO),Local PPO,$61.00 ,$200.00 ,Basic,No,BA,H6609,099,0," $6,700 ",4.5 stars,
Alabama,Blount,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Blount,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Bullock,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$69.00 ,$320.00 ,Basic,No,BA,H0104,011,3," $5,000 ",3.5 stars,
Alabama,Bullock,VIVA Medicare,VIVA Medicare Plus (HMO),Local HMO,$0.00 ,$150.00 ,Enhanced,No,EA,H0154,001,0," $6,700 ",3.5 stars,
Alabama,Bullock,VIVA Medicare,VIVA Medicare Select (HMO),Local HMO *,$0.00 ,,,,,H0154,008,0," $6,700 ",3.5 stars,
Alabama,Bullock,VIVA Medicare,VIVA Medicare Premier (HMO),Local HMO,$139.00 ,$0.00 ,Enhanced,Yes,EA,H0154,011,0," $5,000 ",3.5 stars,
Alabama,Bullock,Humana Insurance Company,HumanaChoice H6609-118 (PPO),Local PPO,$62.00 ,$200.00 ,Basic,No,BA,H6609,118,0," $6,700 ",4.5 stars,
Alabama,Bullock,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Bullock,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Butler,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$69.00 ,$320.00 ,Basic,No,BA,H0104,011,3," $5,000 ",3.5 stars,
Alabama,Butler,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Butler,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Calhoun,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$79.00 ,$320.00 ,Basic,No,BA,H0104,011,2," $5,000 ",3.5 stars,
Alabama,Calhoun,VIVA Medicare,VIVA Medicare Plus (HMO),Local HMO,$0.00 ,$150.00 ,Enhanced,No,EA,H0154,001,0," $6,700 ",3.5 stars,
Alabama,Calhoun,VIVA Medicare,VIVA Medicare Select (HMO),Local HMO *,$0.00 ,,,,,H0154,008,0," $6,700 ",3.5 stars,
Alabama,Calhoun,VIVA Medicare,VIVA Medicare Premier (HMO),Local HMO,$139.00 ,$0.00 ,Enhanced,Yes,EA,H0154,011,0," $5,000 ",3.5 stars,
Alabama,Calhoun,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Calhoun,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Chambers,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$69.00 ,$320.00 ,Basic,No,BA,H0104,011,3," $5,000 ",3.5 stars,
Alabama,Chambers,Humana Insurance Company,HumanaChoice H6609-120 (PPO),Local PPO,$42.00 ,$320.00 ,Enhanced,Yes,EA,H6609,120,0," $5,900 ",4.5 stars,
Alabama,Chambers,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Chambers,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Cherokee,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$69.00 ,$320.00 ,Basic,No,BA,H0104,011,3," $5,000 ",3.5 stars,
Alabama,Cherokee,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *,$0.00 ,,,,,H0150,012,0," $5,900 ",3.5 stars,
Alabama,Cherokee,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO,$49.00 ,$0.00 ,Enhanced,Yes,EA,H0150,024,2," $5,900 ",3.5 stars,
Alabama,Cherokee,VIVA Medicare,VIVA Medicare Plus (HMO),Local HMO,$0.00 ,$150.00 ,Enhanced,No,EA,H0154,001,0," $6,700 ",3.5 stars,
Alabama,Cherokee,VIVA Medicare,VIVA Medicare Select (HMO),Local HMO *,$0.00 ,,,,,H0154,008,0," $6,700 ",3.5 stars,
Alabama,Cherokee,VIVA Medicare,VIVA Medicare Premier (HMO),Local HMO,$139.00 ,$0.00 ,Enhanced,Yes,EA,H0154,011,0," $5,000 ",3.5 stars,
Alabama,Cherokee,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Cherokee,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Chilton,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO,$159.00 ,$0.00 ,Enhanced,No,EA,H0104,010,4," $3,400 ",3.5 stars,
Alabama,Chilton,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$0.00 ,$320.00 ,Basic,No,BA,H0104,011,6," $5,000 ",3.5 stars,
Alabama,Chilton,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *,$0.00 ,,,,,H0150,012,0," $5,900 ",3.5 stars,
Alabama,Chilton,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO,$0.00 ,$0.00 ,Enhanced,Yes,EA,H0150,024,1," $5,900 ",3.5 stars,
Alabama,Chilton,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),Local HMO,$0.00 ,$55.00 ,Basic,No,BA,H0151,001,0," $5,900 ",3 stars,
Alabama,Chilton,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),Local HMO,$0.00 ,$90.00 ,Basic,No,BA,H0151,025,0," $6,700 ",3 stars,
Alabama,Chilton,VIVA Medicare,VIVA Medicare Plus (HMO),Local HMO,$0.00 ,$150.00 ,Enhanced,No,EA,H0154,001,0," $6,700 ",3.5 stars,
Alabama,Chilton,VIVA Medicare,VIVA Medicare Select (HMO),Local HMO *,$0.00 ,,,,,H0154,008,0," $6,700 ",3.5 stars,
Alabama,Chilton,VIVA Medicare,VIVA Medicare Premier (HMO),Local HMO,$139.00 ,$0.00 ,Enhanced,Yes,EA,H0154,011,0," $5,000 ",3.5 stars,
Alabama,Chilton,Humana Insurance Company,HumanaChoice H6609-099 (PPO),Local PPO,$61.00 ,$200.00 ,Basic,No,BA,H6609,099,0," $6,700 ",4.5 stars,
Alabama,Chilton,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Chilton,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Choctaw,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$69.00 ,$320.00 ,Basic,No,BA,H0104,011,3," $5,000 ",3.5 stars,
Alabama,Choctaw,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Choctaw,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Clarke,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$69.00 ,$320.00 ,Basic,No,BA,H0104,011,3," $5,000 ",3.5 stars,
Alabama,Clarke,"Humana Health Plan, Inc.",Humana Gold Plus H2012-003 (HMO),Local HMO,$0.00 ,$320.00 ,Basic,No,BA,H2012,003,0," $6,700 ",4 stars,
Alabama,Clarke,"Humana Health Plan, Inc.",Humana Gold Plus H2012-051 (HMO),Local HMO,$77.00 ,$200.00 ,Enhanced,Yes,EA,H2012,051,0," $6,700 ",4 stars,
Alabama,Clarke,"Humana Benefit Plan of Illinois, Inc.",HumanaChoice H5525-020 (PPO),Local PPO,$53.00 ,$320.00 ,Enhanced,Yes,EA,H5525,020,0," $6,700 ",4 stars,
Alabama,Clarke,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Clarke,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Clay,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$69.00 ,$320.00 ,Basic,No,BA,H0104,011,3," $5,000 ",3.5 stars,
Alabama,Clay,Humana Insurance Company,Humana Gold Choice H8145-075 (PFFS),PFFS,$94.00 ,$100.00 ,Basic,No,BA,H8145,075,0, N/A ,4 stars,
Alabama,Clay,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Clay,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Cleburne,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$69.00 ,$320.00 ,Basic,No,BA,H0104,011,3," $5,000 ",3.5 stars,
Alabama,Cleburne,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Cleburne,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Coffee,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$69.00 ,$320.00 ,Basic,No,BA,H0104,011,3," $5,000 ",3.5 stars,
Alabama,Coffee,Humana Insurance Company,HumanaChoice H6609-119 (PPO),Local PPO,$60.00 ,$320.00 ,Enhanced,Yes,EA,H6609,119,0," $6,700 ",4.5 stars,
Alabama,Coffee,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Coffee,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Colbert,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO,$159.00 ,$0.00 ,Enhanced,No,EA,H0104,010,5," $3,400 ",3.5 stars,
Alabama,Colbert,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$69.00 ,$320.00 ,Basic,No,BA,H0104,011,4," $5,000 ",3.5 stars,
Alabama,Colbert,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *,$0.00 ,,,,,H0150,012,0," $5,900 ",3.5 stars,
Alabama,Colbert,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO,$0.00 ,$0.00 ,Enhanced,Yes,EA,H0150,024,1," $5,900 ",3.5 stars,
Alabama,Colbert,Humana Insurance Company,HumanaChoice H6609-097 (PPO),Local PPO,$63.00 ,$320.00 ,Enhanced,Yes,EA,H6609,097,0," $6,700 ",4.5 stars,
Alabama,Colbert,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Colbert,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Conecuh,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$69.00 ,$320.00 ,Basic,No,BA,H0104,011,3," $5,000 ",3.5 stars,
Alabama,Conecuh,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Conecuh,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Coosa,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$69.00 ,$320.00 ,Basic,No,BA,H0104,011,3," $5,000 ",3.5 stars,
Alabama,Coosa,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Coosa,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Covington,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$69.00 ,$320.00 ,Basic,No,BA,H0104,011,3," $5,000 ",3.5 stars,
Alabama,Covington,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Covington,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Crenshaw,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$69.00 ,$320.00 ,Basic,No,BA,H0104,011,3," $5,000 ",3.5 stars,
Alabama,Crenshaw,VIVA Medicare,VIVA Medicare Plus (HMO),Local HMO,$0.00 ,$150.00 ,Enhanced,No,EA,H0154,001,0," $6,700 ",3.5 stars,
Alabama,Crenshaw,VIVA Medicare,VIVA Medicare Select (HMO),Local HMO *,$0.00 ,,,,,H0154,008,0," $6,700 ",3.5 stars,
Alabama,Crenshaw,VIVA Medicare,VIVA Medicare Premier (HMO),Local HMO,$139.00 ,$0.00 ,Enhanced,Yes,EA,H0154,011,0," $5,000 ",3.5 stars,
Alabama,Crenshaw,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
Alabama,Crenshaw,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,065,0," $3,400 ",4 stars,
Alabama,Cullman,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO,$69.00 ,$320.00 ,Basic,No,BA,H0104,011,3," $5,000 ",3.5 stars,
Alabama,Cullman,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *,$0.00 ,,,,,H0150,012,0," $5,900 ",3.5 stars,
Alabama,Cullman,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO,$0.00 ,$0.00 ,Enhanced,Yes,EA,H0150,024,1," $5,900 ",3.5 stars,
Alabama,Cullman,VIVA Medicare,VIVA Medicare Plus (HMO),Local HMO,$0.00 ,$150.00 ,Enhanced,No,EA,H0154,001,0," $6,700 ",3.5 stars,
Alabama,Cullman,VIVA Medicare,VIVA Medicare Select (HMO),Local HMO *,$0.00 ,,,,,H0154,008,0," $6,700 ",3.5 stars,
Alabama,Cullman,VIVA Medicare,VIVA Medicare Premier (HMO),Local HMO,$139.00 ,$0.00 ,Enhanced,Yes,EA,H0154,011,0," $5,000 ",3.5 stars,
Alabama,Cullman,Humana Insurance Company,Humana Gold Choice H8145-075 (PFFS),PFFS,$94.00 ,$100.00 ,Basic,No,BA,H8145,075,0, N/A ,4 stars,
Alabama,Cullman,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO,$70.00 ,$320.00 ,Basic,No,BA,R5826,001,0," $6,700 ",4 stars,
