"state","county","organizationname","planname","typeofmedicarehealthplan","monthlyconsolidatedpremiumi","annualdrugdeductible","drugbenefittype","additionalcoverageofferedin","drugbenefittypedetail","contractid","planid","segmentid","innetworkmoopamount","overallstarrating","overallstarratingstr"
"Nebraska","Burt","Coventry Health Care","Coventry Advantra Silver (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H7149","001","0",6700,3.5,"3.5 Stars"
"Nebraska","Butler","Coventry Health Care","Coventry Advantra Platinum (PPO)","Local PPO",36,0,"Enhanced","Yes","EA","H1608","012","0",4900,4,"4 Stars"
"Nebraska","Butler","UnitedHealthcare","AARP MedicareComplete (HMO)","Local HMO",0,250,"Enhanced","No","EA","H2802","001","0",5900,4,"4 Stars"
"Nebraska","Butler","Coventry Health Care","Coventry Advantra Silver (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H7149","001","0",6700,3.5,"3.5 Stars"
"Nebraska","Cass","CHA HMO, Inc.","Humana Gold Plus H0028-008 (HMO)","Local HMO",0,150,"Enhanced","No","EA","H0028","008","1",6700,4,"4 Stars"
"Nebraska","Cass","UnitedHealthcare","AARP MedicareComplete (HMO)","Local HMO",0,250,"Enhanced","No","EA","H2802","022","0",5900,4,"4 Stars"
"Nebraska","Cass","Blue Cross and Blue Shield of Nebraska","Blue Cross Blue Shield Nebraska MA Core (HMO)","Local HMO",0,400,"Enhanced","No","EA","H3170","001","0",5550,,"Plan too new to be measured"
"Nebraska","Cass","Blue Cross and Blue Shield of Nebraska","Blue Cross Blue Shield Nebraska MA Choice (HMO-POS)","Local HMO",44,250,"Enhanced","No","EA","H3170","002","0",5000,,"Plan too new to be measured"
"Nebraska","Cass","Humana Insurance Company","HumanaChoice H5216-085 (PPO)","Local PPO",108,399,"Basic","No","BA","H5216","085","0",6700,4,"4 Stars"
"Nebraska","Cass","Humana Insurance Company","HumanaChoice H5216-086 (PPO)","Local PPO *",0,,,,,"H5216","086","0",6700,4,"4 Stars"
"Nebraska","Cass","Arcadian Health Plan, Inc.","Humana Gold Plus H5619-072 (HMO)","Local HMO",17,405,"Basic","No","BA","H5619","072","0",6700,4,"4 Stars"
"Nebraska","Cass","Coventry Health Care","Coventry Advantra Silver (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H7149","001","0",6700,3.5,"3.5 Stars"
"Nebraska","Cedar","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Cedar","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Cheyenne","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Cheyenne","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Colfax","Coventry Health Care","Coventry Advantra Platinum (PPO)","Local PPO",36,0,"Enhanced","Yes","EA","H1608","012","0",4900,4,"4 Stars"
"Nebraska","Colfax","Coventry Health Care","Coventry Advantra Silver (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H7149","001","0",6700,3.5,"3.5 Stars"
"Nebraska","Cuming","Coventry Health Care","Coventry Advantra Platinum (PPO)","Local PPO",36,0,"Enhanced","Yes","EA","H1608","012","0",4900,4,"4 Stars"
"Nebraska","Cuming","Coventry Health Care","Coventry Advantra Silver (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H7149","001","0",6700,3.5,"3.5 Stars"
"Nebraska","Dakota","CHA HMO, Inc.","Humana Gold Plus H0028-008 (HMO)","Local HMO",0,150,"Enhanced","No","EA","H0028","008","1",6700,4,"4 Stars"
"Nebraska","Dakota","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Dakota","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Dawes","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Dawes","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Dawson","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Dawson","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Dixon","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Dodge","CHA HMO, Inc.","Humana Gold Plus H0028-008 (HMO)","Local HMO",0,150,"Enhanced","No","EA","H0028","008","1",6700,4,"4 Stars"
"Nebraska","Dodge","UnitedHealthcare","AARP MedicareComplete (HMO)","Local HMO",0,250,"Enhanced","No","EA","H2802","001","0",5900,4,"4 Stars"
"Nebraska","Dodge","Blue Cross and Blue Shield of Nebraska","Blue Cross Blue Shield Nebraska MA Core (HMO)","Local HMO",0,400,"Enhanced","No","EA","H3170","001","0",5550,,"Plan too new to be measured"
"Nebraska","Dodge","Blue Cross and Blue Shield of Nebraska","Blue Cross Blue Shield Nebraska MA Choice (HMO-POS)","Local HMO",44,250,"Enhanced","No","EA","H3170","002","0",5000,,"Plan too new to be measured"
"Nebraska","Dodge","Humana Insurance Company","HumanaChoice H5216-085 (PPO)","Local PPO",108,399,"Basic","No","BA","H5216","085","0",6700,4,"4 Stars"
"Nebraska","Dodge","Humana Insurance Company","HumanaChoice H5216-086 (PPO)","Local PPO *",0,,,,,"H5216","086","0",6700,4,"4 Stars"
"Nebraska","Dodge","Arcadian Health Plan, Inc.","Humana Gold Plus H5619-072 (HMO)","Local HMO",17,405,"Basic","No","BA","H5619","072","0",6700,4,"4 Stars"
"Nebraska","Dodge","Coventry Health Care","Coventry Advantra Silver (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H7149","001","0",6700,3.5,"3.5 Stars"
"Nebraska","Douglas","CHA HMO, Inc.","Humana Gold Plus H0028-008 (HMO)","Local HMO",0,150,"Enhanced","No","EA","H0028","008","1",6700,4,"4 Stars"
"Nebraska","Douglas","Coventry Health Care","Coventry Advantra Platinum (PPO)","Local PPO",36,0,"Enhanced","Yes","EA","H1608","012","0",4900,4,"4 Stars"
"Nebraska","Douglas","Coventry Health Care","Coventry Advantra Elite (PPO)","Local PPO",0,0,"Enhanced","Yes","EA","H1608","038","0",5700,4,"4 Stars"
"Nebraska","Douglas","UnitedHealthcare","AARP MedicareComplete (HMO)","Local HMO",0,250,"Enhanced","No","EA","H2802","001","0",5900,4,"4 Stars"
"Nebraska","Douglas","Blue Cross and Blue Shield of Nebraska","Blue Cross Blue Shield Nebraska MA Core (HMO)","Local HMO",0,400,"Enhanced","No","EA","H3170","001","0",5550,,"Plan too new to be measured"
"Nebraska","Douglas","Blue Cross and Blue Shield of Nebraska","Blue Cross Blue Shield Nebraska MA Choice (HMO-POS)","Local HMO",44,250,"Enhanced","No","EA","H3170","002","0",5000,,"Plan too new to be measured"
"Nebraska","Douglas","HeartlandPlains Health","Classic Plus Rx (HMO)","Local HMO",0,160,"Enhanced","No","EA","H3765","001","0",6700,3,"3 Stars"
"Nebraska","Douglas","Humana Insurance Company","HumanaChoice H5216-085 (PPO)","Local PPO",108,399,"Basic","No","BA","H5216","085","0",6700,4,"4 Stars"
"Nebraska","Douglas","Humana Insurance Company","HumanaChoice H5216-086 (PPO)","Local PPO *",0,,,,,"H5216","086","0",6700,4,"4 Stars"
"Nebraska","Douglas","Arcadian Health Plan, Inc.","Humana Gold Plus H5619-072 (HMO)","Local HMO",17,405,"Basic","No","BA","H5619","072","0",6700,4,"4 Stars"
"Nebraska","Douglas","Coventry Health Care","Coventry Advantra Silver (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H7149","001","0",6700,3.5,"3.5 Stars"
"Nebraska","Douglas","Coventry Health Care","Coventry Total Care (HMO)","Local HMO",0,50,"Enhanced","Yes","EA","H7149","004","0",3400,3.5,"3.5 Stars"
"Nebraska","Gage","Coventry Health Care","Coventry Advantra Platinum (PPO)","Local PPO",36,0,"Enhanced","Yes","EA","H1608","012","0",4900,4,"4 Stars"
"Nebraska","Gage","UnitedHealthcare","AARP MedicareComplete (HMO)","Local HMO",0,250,"Enhanced","No","EA","H2802","022","0",5900,4,"4 Stars"
"Nebraska","Gage","Coventry Health Care","Coventry Advantra Silver (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H7149","001","0",6700,3.5,"3.5 Stars"
"Nebraska","Garfield","Humana Insurance Company","Humana Gold Choice H2944-004 (PFFS)","PFFS",97,405,"Basic","No","BA","H2944","004","0",,3.5,"3.5 Stars"
"Nebraska","Gosper","Humana Insurance Company","Humana Gold Choice H2944-004 (PFFS)","PFFS",97,405,"Basic","No","BA","H2944","004","0",,3.5,"3.5 Stars"
"Nebraska","Gosper","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Gosper","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Hall","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Hall","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Hamilton","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Hayes","Humana Insurance Company","Humana Gold Choice H2944-004 (PFFS)","PFFS",97,405,"Basic","No","BA","H2944","004","0",,3.5,"3.5 Stars"
"Nebraska","Hooker","Humana Insurance Company","Humana Gold Choice H2944-004 (PFFS)","PFFS",97,405,"Basic","No","BA","H2944","004","0",,3.5,"3.5 Stars"
"Nebraska","Hooker","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Hooker","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Jefferson","Coventry Health Care","Coventry Advantra Platinum (PPO)","Local PPO",36,0,"Enhanced","Yes","EA","H1608","012","0",4900,4,"4 Stars"
"Nebraska","Jefferson","Coventry Health Care","Coventry Advantra Silver (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H7149","001","0",6700,3.5,"3.5 Stars"
"Nebraska","Johnson","Humana Insurance Company","Humana Gold Choice H2944-004 (PFFS)","PFFS",97,405,"Basic","No","BA","H2944","004","0",,3.5,"3.5 Stars"
"Nebraska","Kearney","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Keith","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Keith","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Keya Paha","Humana Insurance Company","Humana Gold Choice H2944-004 (PFFS)","PFFS",97,405,"Basic","No","BA","H2944","004","0",,3.5,"3.5 Stars"
"Nebraska","Keya Paha","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Keya Paha","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Knox","Coventry Health Care","Coventry Advantra Platinum (PPO)","Local PPO",36,0,"Enhanced","Yes","EA","H1608","012","0",4900,4,"4 Stars"
"Nebraska","Knox","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Knox","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Lancaster","CHA HMO, Inc.","Humana Gold Plus H0028-008 (HMO)","Local HMO",0,150,"Enhanced","No","EA","H0028","008","1",6700,4,"4 Stars"
"Nebraska","Lancaster","Coventry Health Care","Coventry Advantra Platinum (PPO)","Local PPO",36,0,"Enhanced","Yes","EA","H1608","012","0",4900,4,"4 Stars"
"Nebraska","Lancaster","Coventry Health Care","Coventry Advantra Elite (PPO)","Local PPO",0,0,"Enhanced","Yes","EA","H1608","038","0",5700,4,"4 Stars"
"Nebraska","Lancaster","UnitedHealthcare","AARP MedicareComplete (HMO)","Local HMO",0,250,"Enhanced","No","EA","H2802","022","0",5900,4,"4 Stars"
"Nebraska","Lancaster","Blue Cross and Blue Shield of Nebraska","Blue Cross Blue Shield Nebraska MA Core (HMO)","Local HMO",0,400,"Enhanced","No","EA","H3170","001","0",5550,,"Plan too new to be measured"
"Nebraska","Lancaster","Blue Cross and Blue Shield of Nebraska","Blue Cross Blue Shield Nebraska MA Choice (HMO-POS)","Local HMO",44,250,"Enhanced","No","EA","H3170","002","0",5000,,"Plan too new to be measured"
"Nebraska","Lancaster","HeartlandPlains Health","Classic Plus Rx (HMO)","Local HMO",0,160,"Enhanced","No","EA","H3765","001","0",6700,3,"3 Stars"
"Nebraska","Lancaster","Humana Insurance Company","HumanaChoice H5216-085 (PPO)","Local PPO",108,399,"Basic","No","BA","H5216","085","0",6700,4,"4 Stars"
"Nebraska","Lancaster","Humana Insurance Company","HumanaChoice H5216-086 (PPO)","Local PPO *",0,,,,,"H5216","086","0",6700,4,"4 Stars"
"Nebraska","Lancaster","Arcadian Health Plan, Inc.","Humana Gold Plus H5619-072 (HMO)","Local HMO",17,405,"Basic","No","BA","H5619","072","0",6700,4,"4 Stars"
"Nebraska","Lancaster","Coventry Health Care","Coventry Advantra Silver (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H7149","001","0",6700,3.5,"3.5 Stars"
"Nebraska","Lincoln","Humana Insurance Company","Humana Gold Choice H2944-004 (PFFS)","PFFS",97,405,"Basic","No","BA","H2944","004","0",,3.5,"3.5 Stars"
"Nebraska","Logan","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Logan","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Loup","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Loup","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Madison","Humana Insurance Company","Humana Gold Choice H2944-004 (PFFS)","PFFS",97,405,"Basic","No","BA","H2944","004","0",,3.5,"3.5 Stars"
"Nebraska","Madison","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Madison","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","McPherson","Humana Insurance Company","Humana Gold Choice H2944-004 (PFFS)","PFFS",97,405,"Basic","No","BA","H2944","004","0",,3.5,"3.5 Stars"
"Nebraska","McPherson","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","McPherson","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Merrick","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Merrick","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Morrill","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Morrill","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Nance","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Nance","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Nuckolls","Humana Insurance Company","Humana Gold Choice H2944-004 (PFFS)","PFFS",97,405,"Basic","No","BA","H2944","004","0",,3.5,"3.5 Stars"
"Nebraska","Otoe","UnitedHealthcare","AARP MedicareComplete (HMO)","Local HMO",0,250,"Enhanced","No","EA","H2802","022","0",5900,4,"4 Stars"
"Nebraska","Otoe","Coventry Health Care","Coventry Advantra Silver (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H7149","001","0",6700,3.5,"3.5 Stars"
"Nebraska","Perkins","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Perkins","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Platte","Humana Insurance Company","Humana Gold Choice H2944-004 (PFFS)","PFFS",97,405,"Basic","No","BA","H2944","004","0",,3.5,"3.5 Stars"
"Nebraska","Platte","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Platte","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Saline","UnitedHealthcare","AARP MedicareComplete (HMO)","Local HMO",0,250,"Enhanced","No","EA","H2802","022","0",5900,4,"4 Stars"
"Nebraska","Sarpy","CHA HMO, Inc.","Humana Gold Plus H0028-008 (HMO)","Local HMO",0,150,"Enhanced","No","EA","H0028","008","1",6700,4,"4 Stars"
"Nebraska","Sarpy","UnitedHealthcare","AARP MedicareComplete (HMO)","Local HMO",0,250,"Enhanced","No","EA","H2802","001","0",5900,4,"4 Stars"
"Nebraska","Sarpy","Blue Cross and Blue Shield of Nebraska","Blue Cross Blue Shield Nebraska MA Core (HMO)","Local HMO",0,400,"Enhanced","No","EA","H3170","001","0",5550,,"Plan too new to be measured"
"Nebraska","Sarpy","Blue Cross and Blue Shield of Nebraska","Blue Cross Blue Shield Nebraska MA Choice (HMO-POS)","Local HMO",44,250,"Enhanced","No","EA","H3170","002","0",5000,,"Plan too new to be measured"
"Nebraska","Sarpy","Humana Insurance Company","HumanaChoice H5216-085 (PPO)","Local PPO",108,399,"Basic","No","BA","H5216","085","0",6700,4,"4 Stars"
"Nebraska","Sarpy","Humana Insurance Company","HumanaChoice H5216-086 (PPO)","Local PPO *",0,,,,,"H5216","086","0",6700,4,"4 Stars"
"Nebraska","Sarpy","Arcadian Health Plan, Inc.","Humana Gold Plus H5619-072 (HMO)","Local HMO",17,405,"Basic","No","BA","H5619","072","0",6700,4,"4 Stars"
"Nebraska","Sarpy","Coventry Health Care","Coventry Advantra Silver (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H7149","001","0",6700,3.5,"3.5 Stars"
"Nebraska","Sarpy","Coventry Health Care","Coventry Total Care (HMO)","Local HMO",0,50,"Enhanced","Yes","EA","H7149","004","0",3400,3.5,"3.5 Stars"
"Nebraska","Saunders","CHA HMO, Inc.","Humana Gold Plus H0028-008 (HMO)","Local HMO",0,150,"Enhanced","No","EA","H0028","008","1",6700,4,"4 Stars"
"Nebraska","Saunders","UnitedHealthcare","AARP MedicareComplete (HMO)","Local HMO",0,250,"Enhanced","No","EA","H2802","001","0",5900,4,"4 Stars"
"Nebraska","Saunders","Blue Cross and Blue Shield of Nebraska","Blue Cross Blue Shield Nebraska MA Core (HMO)","Local HMO",0,400,"Enhanced","No","EA","H3170","001","0",5550,,"Plan too new to be measured"
"Nebraska","Saunders","Blue Cross and Blue Shield of Nebraska","Blue Cross Blue Shield Nebraska MA Choice (HMO-POS)","Local HMO",44,250,"Enhanced","No","EA","H3170","002","0",5000,,"Plan too new to be measured"
"Nebraska","Saunders","Humana Insurance Company","HumanaChoice H5216-085 (PPO)","Local PPO",108,399,"Basic","No","BA","H5216","085","0",6700,4,"4 Stars"
"Nebraska","Saunders","Humana Insurance Company","HumanaChoice H5216-086 (PPO)","Local PPO *",0,,,,,"H5216","086","0",6700,4,"4 Stars"
"Nebraska","Saunders","Arcadian Health Plan, Inc.","Humana Gold Plus H5619-072 (HMO)","Local HMO",17,405,"Basic","No","BA","H5619","072","0",6700,4,"4 Stars"
"Nebraska","Saunders","Coventry Health Care","Coventry Advantra Silver (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H7149","001","0",6700,3.5,"3.5 Stars"
"Nebraska","Scotts Bluff","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Scotts Bluff","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Seward","UnitedHealthcare","AARP MedicareComplete (HMO)","Local HMO",0,250,"Enhanced","No","EA","H2802","022","0",5900,4,"4 Stars"
"Nebraska","Seward","Coventry Health Care","Coventry Advantra Silver (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H7149","001","0",6700,3.5,"3.5 Stars"
"Nebraska","Sheridan","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Sheridan","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Sherman","Humana Insurance Company","Humana Gold Choice H2944-004 (PFFS)","PFFS",97,405,"Basic","No","BA","H2944","004","0",,3.5,"3.5 Stars"
"Nebraska","Sherman","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Sherman","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Stanton","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"Nebraska","Stanton","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"Nebraska","Thomas","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
