"2019 Medicare Advantage, and Cost Plans",,,,,,,,,,,,,,,
"Data as of October 10, 2018.  Includes 2019 approved contracts/plans.  PACE, Special Needs Plans, Part B Only Plans, and Employer sponsored plans (800 series) are excluded. Plans under sanction are not shown.  Medicare/Medicaid plans are shown in a separate Landscape file.",,,,,,,,,,,,,,,
"Notes: Data are subject to change as contracts are finalized.  For 2019, enhanced alternative plans may offer additional cost sharing reductions in the gap on a sub-set of the formulary drugs, beyond the standard Part D benefit.  ",,,,,,,,,,,,,,,
* Indicates plan does not offer Part D drug coverage.,,,,,,,,,,,,,,,
** MOOP is defined as: Maximum Out-of-Pocket (MOOP) limit on enrollee spending that includes costs for all in-network Part A and Part B Services. N/A is defined as Not Applicable,,,,,,,,,,,,,,,
State,County,Organization Name,Plan Name,Type of Medicare Health Plan,"Monthly Consolidated Premium 
(Includes 
Part C + D)",Annual Drug Deductible,"Drug 
Benefit 
Type","
Additional Coverage Offered in the Gap",Drug Benefit Type Detail,Contract ID,Plan ID,Segment ID,In-network MOOP Amount **,Overall Star Rating,
Nebraska,Blaine,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS, $64.00 , $295.00 ,Enhanced,No,EA,H5435,024,0, $-   ,3 Stars,
Nebraska,Boone,Medica Insurance Company,Medica Prime Solution Premier (Cost),Cost *, $140.00 ,,,,,H2450,043,0," $3,400 ",4 Stars,
Nebraska,Boone,Medica Insurance Company,Medica Prime Solution Thrift (Cost),Cost *, $49.00 ,,,,,H2450,030,0," $6,700 ",4 Stars,
Nebraska,Boone,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *, $40.00 ,,,,,H5435,001,0, $-   ,3 Stars,
Nebraska,Boone,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS, $64.00 , $295.00 ,Enhanced,No,EA,H5435,024,0, $-   ,3 Stars,
Nebraska,Box Butte,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *, $40.00 ,,,,,H5435,001,0, $-   ,3 Stars,
Nebraska,Boyd,Medica Insurance Company,Medica Prime Solution Premier (Cost),Cost *, $140.00 ,,,,,H2450,043,0," $3,400 ",4 Stars,
Nebraska,Boyd,Medica Insurance Company,Medica Prime Solution Thrift (Cost),Cost *, $49.00 ,,,,,H2450,030,0," $6,700 ",4 Stars,
Nebraska,Buffalo,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *, $40.00 ,,,,,H5435,001,0, $-   ,3 Stars,
Nebraska,Buffalo,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS, $64.00 , $295.00 ,Enhanced,No,EA,H5435,024,0, $-   ,3 Stars,
Nebraska,Burt,Aetna Medicare,Advantra Silver (HMO),Local HMO, $-   , $-   ,Enhanced,Yes,EA,H7149,001,0," $5,500 ",3.5 Stars,
Nebraska,Burt,Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield Nebraska MA Choice (HMO-POS),Local HMO, $44.00 , $150.00 ,Enhanced,No,EA,H3170,002,0," $5,700 ",Not enough data available,
Nebraska,Burt,Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield Nebraska MA Core (HMO),Local HMO, $-   , $300.00 ,Enhanced,No,EA,H3170,001,0," $6,400 ",Not enough data available,
Nebraska,Burt,Coventry Health Care,Coventry Advantra Elite (PPO),Local PPO, $-   , $-   ,Enhanced,Yes,EA,H1608,038,0," $4,500 ",3.5 Stars,
Nebraska,Burt,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO, $34.00 , $-   ,Enhanced,Yes,EA,H1608,012,0," $4,900 ",3.5 Stars,
Nebraska,Burt,UnitedHealthcare,AARP MedicareComplete (HMO),Local HMO, $-   , $250.00 ,Enhanced,No,EA,H2802,001,0," $4,900 ",3.5 Stars,
Nebraska,Burt,UnitedHealthcare,AARP MedicareComplete Choice (PPO),Local PPO, $28.00 , $250.00 ,Enhanced,No,EA,H1278,002,0," $5,500 ",Plan too new to be measured,
Nebraska,Butler,Aetna Medicare,Advantra Silver (HMO),Local HMO, $-   , $-   ,Enhanced,Yes,EA,H7149,001,0," $5,500 ",3.5 Stars,
Nebraska,Butler,Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield Nebraska MA Choice (HMO-POS),Local HMO, $44.00 , $150.00 ,Enhanced,No,EA,H3170,002,0," $5,700 ",Not enough data available,
Nebraska,Butler,Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield Nebraska MA Core (HMO),Local HMO, $-   , $300.00 ,Enhanced,No,EA,H3170,001,0," $6,400 ",Not enough data available,
Nebraska,Butler,Coventry Health Care,Coventry Advantra Elite (PPO),Local PPO, $-   , $-   ,Enhanced,Yes,EA,H1608,038,0," $4,500 ",3.5 Stars,
Nebraska,Butler,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO, $34.00 , $-   ,Enhanced,Yes,EA,H1608,012,0," $4,900 ",3.5 Stars,
Nebraska,Butler,UnitedHealthcare,AARP MedicareComplete (HMO),Local HMO, $-   , $250.00 ,Enhanced,No,EA,H2802,001,0," $4,900 ",3.5 Stars,
Nebraska,Butler,UnitedHealthcare,AARP MedicareComplete Choice (PPO),Local PPO, $28.00 , $250.00 ,Enhanced,No,EA,H1278,002,0," $5,500 ",Plan too new to be measured,
Nebraska,Cass,Aetna Medicare,Advantra Silver (HMO),Local HMO, $-   , $-   ,Enhanced,Yes,EA,H7149,001,0," $5,500 ",3.5 Stars,
Nebraska,Cass,Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield Nebraska MA Choice (HMO-POS),Local HMO, $44.00 , $150.00 ,Enhanced,No,EA,H3170,002,0," $5,700 ",Not enough data available,
Nebraska,Cass,Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield Nebraska MA Core (HMO),Local HMO, $-   , $300.00 ,Enhanced,No,EA,H3170,001,0," $6,400 ",Not enough data available,
Nebraska,Cass,Coventry Health Care,Coventry Advantra Elite (PPO),Local PPO, $-   , $-   ,Enhanced,Yes,EA,H1608,038,0," $4,500 ",3.5 Stars,
Nebraska,Cass,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO, $34.00 , $-   ,Enhanced,Yes,EA,H1608,012,0," $4,900 ",3.5 Stars,
Nebraska,Cass,Humana,Humana Gold Plus H0028-011 (HMO),Local HMO, $-   , $150.00 ,Enhanced,No,EA,H0028,011,0," $6,700 ",4 Stars,
Nebraska,Cass,Humana,Humana Value Plus H5216-171 (PPO),Local PPO, $34.00 , $410.00 ,Basic,No,BA,H5216,171,0," $6,700 ",4 Stars,
Nebraska,Cass,Humana,HumanaChoice H5216-085 (PPO),Local PPO, $108.00 , $350.00 ,Enhanced,No,EA,H5216,085,0," $6,700 ",4 Stars,
Nebraska,Cass,Humana,HumanaChoice H5216-086 (PPO),Local PPO *, $-   ,,,,,H5216,086,0," $6,700 ",4 Stars,
Nebraska,Cass,UnitedHealthcare,AARP MedicareComplete (HMO),Local HMO, $-   , $250.00 ,Enhanced,No,EA,H2802,022,0," $4,900 ",3.5 Stars,
Nebraska,Cass,UnitedHealthcare,AARP MedicareComplete Choice (PPO),Local PPO, $28.00 , $250.00 ,Enhanced,No,EA,H1278,001,0," $5,500 ",Plan too new to be measured,
Nebraska,Cedar,Medica Insurance Company,Medica Prime Solution Premier (Cost),Cost *, $140.00 ,,,,,H2450,043,0," $3,400 ",4 Stars,
Nebraska,Cedar,Medica Insurance Company,Medica Prime Solution Thrift (Cost),Cost *, $49.00 ,,,,,H2450,030,0," $6,700 ",4 Stars,
Nebraska,Cedar,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *, $40.00 ,,,,,H5435,001,0, $-   ,3 Stars,
Nebraska,Cedar,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS, $64.00 , $295.00 ,Enhanced,No,EA,H5435,024,0, $-   ,3 Stars,
Nebraska,Cheyenne,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *, $40.00 ,,,,,H5435,001,0, $-   ,3 Stars,
Nebraska,Cheyenne,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS, $64.00 , $295.00 ,Enhanced,No,EA,H5435,024,0, $-   ,3 Stars,
Nebraska,Colfax,Aetna Medicare,Advantra Silver (HMO),Local HMO, $-   , $-   ,Enhanced,Yes,EA,H7149,001,0," $5,500 ",3.5 Stars,
Nebraska,Colfax,Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield Nebraska MA Choice (HMO-POS),Local HMO, $44.00 , $150.00 ,Enhanced,No,EA,H3170,002,0," $5,700 ",Not enough data available,
Nebraska,Colfax,Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield Nebraska MA Core (HMO),Local HMO, $-   , $300.00 ,Enhanced,No,EA,H3170,001,0," $6,400 ",Not enough data available,
Nebraska,Colfax,Coventry Health Care,Coventry Advantra Elite (PPO),Local PPO, $-   , $-   ,Enhanced,Yes,EA,H1608,038,0," $4,500 ",3.5 Stars,
Nebraska,Colfax,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO, $34.00 , $-   ,Enhanced,Yes,EA,H1608,012,0," $4,900 ",3.5 Stars,
Nebraska,Cuming,Aetna Medicare,Advantra Silver (HMO),Local HMO, $-   , $-   ,Enhanced,Yes,EA,H7149,001,0," $5,500 ",3.5 Stars,
Nebraska,Cuming,Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield Nebraska MA Choice (HMO-POS),Local HMO, $44.00 , $150.00 ,Enhanced,No,EA,H3170,002,0," $5,700 ",Not enough data available,
Nebraska,Cuming,Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield Nebraska MA Core (HMO),Local HMO, $-   , $300.00 ,Enhanced,No,EA,H3170,001,0," $6,400 ",Not enough data available,
Nebraska,Cuming,Coventry Health Care,Coventry Advantra Elite (PPO),Local PPO, $-   , $-   ,Enhanced,Yes,EA,H1608,038,0," $4,500 ",3.5 Stars,
Nebraska,Cuming,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO, $34.00 , $-   ,Enhanced,Yes,EA,H1608,012,0," $4,900 ",3.5 Stars,
Nebraska,Cuming,Medica Insurance Company,Medica Prime Solution Premier (Cost),Cost *, $140.00 ,,,,,H2450,043,0," $3,400 ",4 Stars,
Nebraska,Cuming,Medica Insurance Company,Medica Prime Solution Thrift (Cost),Cost *, $49.00 ,,,,,H2450,030,0," $6,700 ",4 Stars,
Nebraska,Dakota,Aetna Medicare,Advantra Silver (HMO),Local HMO, $-   , $-   ,Enhanced,Yes,EA,H7149,001,0," $5,500 ",3.5 Stars,
Nebraska,Dakota,Coventry Health Care,Coventry Advantra Elite (PPO),Local PPO, $-   , $-   ,Enhanced,Yes,EA,H1608,038,0," $4,500 ",3.5 Stars,
Nebraska,Dakota,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO, $34.00 , $-   ,Enhanced,Yes,EA,H1608,012,0," $4,900 ",3.5 Stars,
Nebraska,Dakota,Humana,Humana Gold Plus H0028-011 (HMO),Local HMO, $-   , $150.00 ,Enhanced,No,EA,H0028,011,0," $6,700 ",4 Stars,
Nebraska,Dakota,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *, $40.00 ,,,,,H5435,001,0, $-   ,3 Stars,
Nebraska,Dakota,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS, $64.00 , $295.00 ,Enhanced,No,EA,H5435,024,0, $-   ,3 Stars,
Nebraska,Dawes,Medica Insurance Company,Medica Prime Solution Premier (Cost),Cost *, $140.00 ,,,,,H2450,043,0," $3,400 ",4 Stars,
Nebraska,Dawes,Medica Insurance Company,Medica Prime Solution Thrift (Cost),Cost *, $49.00 ,,,,,H2450,030,0," $6,700 ",4 Stars,
Nebraska,Dawes,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *, $40.00 ,,,,,H5435,001,0, $-   ,3 Stars,
Nebraska,Dawes,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS, $64.00 , $295.00 ,Enhanced,No,EA,H5435,024,0, $-   ,3 Stars,
Nebraska,Dawson,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *, $40.00 ,,,,,H5435,001,0, $-   ,3 Stars,
Nebraska,Dawson,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS, $64.00 , $295.00 ,Enhanced,No,EA,H5435,024,0, $-   ,3 Stars,
Nebraska,Dixon,Aetna Medicare,Advantra Silver (HMO),Local HMO, $-   , $-   ,Enhanced,Yes,EA,H7149,001,0," $5,500 ",3.5 Stars,
Nebraska,Dixon,Coventry Health Care,Coventry Advantra Elite (PPO),Local PPO, $-   , $-   ,Enhanced,Yes,EA,H1608,038,0," $4,500 ",3.5 Stars,
Nebraska,Dixon,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO, $34.00 , $-   ,Enhanced,Yes,EA,H1608,012,0," $4,900 ",3.5 Stars,
Nebraska,Dixon,Medica Insurance Company,Medica Prime Solution Premier (Cost),Cost *, $140.00 ,,,,,H2450,043,0," $3,400 ",4 Stars,
Nebraska,Dixon,Medica Insurance Company,Medica Prime Solution Thrift (Cost),Cost *, $49.00 ,,,,,H2450,030,0," $6,700 ",4 Stars,
Nebraska,Dixon,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *, $40.00 ,,,,,H5435,001,0, $-   ,3 Stars,
Nebraska,Dodge,Aetna Medicare,Advantra Silver (HMO),Local HMO, $-   , $-   ,Enhanced,Yes,EA,H7149,001,0," $5,500 ",3.5 Stars,
Nebraska,Dodge,Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield Nebraska MA Choice (HMO-POS),Local HMO, $44.00 , $150.00 ,Enhanced,No,EA,H3170,002,0," $5,700 ",Not enough data available,
Nebraska,Dodge,Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield Nebraska MA Core (HMO),Local HMO, $-   , $300.00 ,Enhanced,No,EA,H3170,001,0," $6,400 ",Not enough data available,
Nebraska,Dodge,Coventry Health Care,Coventry Advantra Elite (PPO),Local PPO, $-   , $-   ,Enhanced,Yes,EA,H1608,038,0," $4,500 ",3.5 Stars,
Nebraska,Dodge,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO, $34.00 , $-   ,Enhanced,Yes,EA,H1608,012,0," $4,900 ",3.5 Stars,
Nebraska,Dodge,Humana,Humana Gold Plus H0028-011 (HMO),Local HMO, $-   , $150.00 ,Enhanced,No,EA,H0028,011,0," $6,700 ",4 Stars,
Nebraska,Dodge,Humana,Humana Value Plus H5216-171 (PPO),Local PPO, $34.00 , $410.00 ,Basic,No,BA,H5216,171,0," $6,700 ",4 Stars,
Nebraska,Dodge,Humana,HumanaChoice H5216-085 (PPO),Local PPO, $108.00 , $350.00 ,Enhanced,No,EA,H5216,085,0," $6,700 ",4 Stars,
Nebraska,Dodge,Humana,HumanaChoice H5216-086 (PPO),Local PPO *, $-   ,,,,,H5216,086,0," $6,700 ",4 Stars,
Nebraska,Dodge,UnitedHealthcare,AARP MedicareComplete (HMO),Local HMO, $-   , $250.00 ,Enhanced,No,EA,H2802,001,0," $4,900 ",3.5 Stars,
Nebraska,Dodge,UnitedHealthcare,AARP MedicareComplete Choice (PPO),Local PPO, $28.00 , $250.00 ,Enhanced,No,EA,H1278,002,0," $5,500 ",Plan too new to be measured,
Nebraska,Douglas,Aetna Medicare,Advantra Silver (HMO),Local HMO, $-   , $-   ,Enhanced,Yes,EA,H7149,001,0," $5,500 ",3.5 Stars,
Nebraska,Douglas,Aetna Medicare,Total Care (HMO),Local HMO, $-   , $-   ,Enhanced,Yes,EA,H7149,004,0," $3,400 ",3.5 Stars,
Nebraska,Douglas,Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield Nebraska MA Choice (HMO-POS),Local HMO, $44.00 , $150.00 ,Enhanced,No,EA,H3170,002,0," $5,700 ",Not enough data available,
Nebraska,Douglas,Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield Nebraska MA Core (HMO),Local HMO, $-   , $300.00 ,Enhanced,No,EA,H3170,001,0," $6,400 ",Not enough data available,
Nebraska,Douglas,Coventry Health Care,Coventry Advantra Elite (PPO),Local PPO, $-   , $-   ,Enhanced,Yes,EA,H1608,038,0," $4,500 ",3.5 Stars,
Nebraska,Douglas,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO, $34.00 , $-   ,Enhanced,Yes,EA,H1608,012,0," $4,900 ",3.5 Stars,
Nebraska,Douglas,Humana,Humana Gold Plus H0028-011 (HMO),Local HMO, $-   , $150.00 ,Enhanced,No,EA,H0028,011,0," $6,700 ",4 Stars,
Nebraska,Douglas,Humana,HumanaChoice H5216-085 (PPO),Local PPO, $108.00 , $350.00 ,Enhanced,No,EA,H5216,085,0," $6,700 ",4 Stars,
Nebraska,Douglas,Humana,HumanaChoice H5216-086 (PPO),Local PPO *, $-   ,,,,,H5216,086,0," $6,700 ",4 Stars,
Nebraska,Douglas,UnitedHealthcare,AARP MedicareComplete (HMO),Local HMO, $-   , $250.00 ,Enhanced,No,EA,H2802,001,0," $4,900 ",3.5 Stars,
Nebraska,Douglas,UnitedHealthcare,AARP MedicareComplete Choice (PPO),Local PPO, $28.00 , $250.00 ,Enhanced,No,EA,H1278,002,0," $5,500 ",Plan too new to be measured,
Nebraska,Gage,Aetna Medicare,Advantra Silver (HMO),Local HMO, $-   , $-   ,Enhanced,Yes,EA,H7149,001,0," $5,500 ",3.5 Stars,
Nebraska,Gage,Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield Nebraska MA Choice (HMO-POS),Local HMO, $44.00 , $150.00 ,Enhanced,No,EA,H3170,002,0," $5,700 ",Not enough data available,
Nebraska,Gage,Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield Nebraska MA Core (HMO),Local HMO, $-   , $300.00 ,Enhanced,No,EA,H3170,001,0," $6,400 ",Not enough data available,
Nebraska,Gage,Coventry Health Care,Coventry Advantra Elite (PPO),Local PPO, $-   , $-   ,Enhanced,Yes,EA,H1608,038,0," $4,500 ",3.5 Stars,
Nebraska,Gage,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO, $34.00 , $-   ,Enhanced,Yes,EA,H1608,012,0," $4,900 ",3.5 Stars,
Nebraska,Gage,UnitedHealthcare,AARP MedicareComplete (HMO),Local HMO, $-   , $250.00 ,Enhanced,No,EA,H2802,022,0," $4,900 ",3.5 Stars,
Nebraska,Gage,UnitedHealthcare,AARP MedicareComplete Choice (PPO),Local PPO, $28.00 , $250.00 ,Enhanced,No,EA,H1278,001,0," $5,500 ",Plan too new to be measured,
Nebraska,Gosper,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *, $40.00 ,,,,,H5435,001,0, $-   ,3 Stars,
Nebraska,Gosper,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS, $64.00 , $295.00 ,Enhanced,No,EA,H5435,024,0, $-   ,3 Stars,
Nebraska,Hall,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *, $40.00 ,,,,,H5435,001,0, $-   ,3 Stars,
Nebraska,Hall,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS, $64.00 , $295.00 ,Enhanced,No,EA,H5435,024,0, $-   ,3 Stars,
Nebraska,Hamilton,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *, $40.00 ,,,,,H5435,001,0, $-   ,3 Stars,
Nebraska,Holt,Medica Insurance Company,Medica Prime Solution Premier (Cost),Cost *, $140.00 ,,,,,H2450,043,0," $3,400 ",4 Stars,
Nebraska,Holt,Medica Insurance Company,Medica Prime Solution Thrift (Cost),Cost *, $49.00 ,,,,,H2450,030,0," $6,700 ",4 Stars,
Nebraska,Hooker,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *, $40.00 ,,,,,H5435,001,0, $-   ,3 Stars,
Nebraska,Hooker,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS, $64.00 , $295.00 ,Enhanced,No,EA,H5435,024,0, $-   ,3 Stars,
Nebraska,Jefferson,Aetna Medicare,Advantra Silver (HMO),Local HMO, $-   , $-   ,Enhanced,Yes,EA,H7149,001,0," $5,500 ",3.5 Stars,
Nebraska,Jefferson,Coventry Health Care,Coventry Advantra Elite (PPO),Local PPO, $-   , $-   ,Enhanced,Yes,EA,H1608,038,0," $4,500 ",3.5 Stars,
Nebraska,Jefferson,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO, $34.00 , $-   ,Enhanced,Yes,EA,H1608,012,0," $4,900 ",3.5 Stars,
Nebraska,Kearney,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *, $40.00 ,,,,,H5435,001,0, $-   ,3 Stars,
Nebraska,Keith,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *, $40.00 ,,,,,H5435,001,0, $-   ,3 Stars,
Nebraska,Keith,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS, $64.00 , $295.00 ,Enhanced,No,EA,H5435,024,0, $-   ,3 Stars,
Nebraska,Keya Paha,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *, $40.00 ,,,,,H5435,001,0, $-   ,3 Stars,
Nebraska,Keya Paha,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS, $64.00 , $295.00 ,Enhanced,No,EA,H5435,024,0, $-   ,3 Stars,
Nebraska,Knox,Coventry Health Care,Coventry Advantra Elite (PPO),Local PPO, $-   , $-   ,Enhanced,Yes,EA,H1608,038,0," $4,500 ",3.5 Stars,
Nebraska,Knox,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO, $34.00 , $-   ,Enhanced,Yes,EA,H1608,012,0," $4,900 ",3.5 Stars,
Nebraska,Knox,Medica Insurance Company,Medica Prime Solution Premier (Cost),Cost *, $140.00 ,,,,,H2450,043,0," $3,400 ",4 Stars,
Nebraska,Knox,Medica Insurance Company,Medica Prime Solution Thrift (Cost),Cost *, $49.00 ,,,,,H2450,030,0," $6,700 ",4 Stars,
Nebraska,Knox,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *, $40.00 ,,,,,H5435,001,0, $-   ,3 Stars,
Nebraska,Knox,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS, $64.00 , $295.00 ,Enhanced,No,EA,H5435,024,0, $-   ,3 Stars,
Nebraska,Lancaster,Aetna Medicare,Advantra Silver (HMO),Local HMO, $-   , $-   ,Enhanced,Yes,EA,H7149,001,0," $5,500 ",3.5 Stars,
Nebraska,Lancaster,Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield Nebraska MA Choice (HMO-POS),Local HMO, $44.00 , $150.00 ,Enhanced,No,EA,H3170,002,0," $5,700 ",Not enough data available,
Nebraska,Lancaster,Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield Nebraska MA Core (HMO),Local HMO, $-   , $300.00 ,Enhanced,No,EA,H3170,001,0," $6,400 ",Not enough data available,
Nebraska,Lancaster,Coventry Health Care,Coventry Advantra Elite (PPO),Local PPO, $-   , $-   ,Enhanced,Yes,EA,H1608,038,0," $4,500 ",3.5 Stars,
Nebraska,Lancaster,Coventry Health Care,Coventry Advantra Platinum (PPO),Local PPO, $34.00 , $-   ,Enhanced,Yes,EA,H1608,012,0," $4,900 ",3.5 Stars,
Nebraska,Lancaster,Humana,Humana Gold Plus H0028-011 (HMO),Local HMO, $-   , $150.00 ,Enhanced,No,EA,H0028,011,0," $6,700 ",4 Stars,
Nebraska,Lancaster,Humana,Humana Value Plus H5216-171 (PPO),Local PPO, $34.00 , $410.00 ,Basic,No,BA,H5216,171,0," $6,700 ",4 Stars,
Nebraska,Lancaster,Humana,HumanaChoice H5216-085 (PPO),Local PPO, $108.00 , $350.00 ,Enhanced,No,EA,H5216,085,0," $6,700 ",4 Stars,
Nebraska,Lancaster,Humana,HumanaChoice H5216-086 (PPO),Local PPO *, $-   ,,,,,H5216,086,0," $6,700 ",4 Stars,
Nebraska,Lancaster,UnitedHealthcare,AARP MedicareComplete (HMO),Local HMO, $-   , $250.00 ,Enhanced,No,EA,H2802,022,0," $4,900 ",3.5 Stars,
Nebraska,Lancaster,UnitedHealthcare,AARP MedicareComplete Choice (PPO),Local PPO, $28.00 , $250.00 ,Enhanced,No,EA,H1278,001,0," $5,500 ",Plan too new to be measured,
Nebraska,Logan,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *, $40.00 ,,,,,H5435,001,0, $-   ,3 Stars,
