"2012 Medicare Advantage, and Cost Plans",,,,,,,,,,,,,,
"Data as of March 8, 2012.  Includes all 2012 approved contracts/plans.  PACE, Special Needs Plans, Part B Only Plans, and Employer  sponsored plans (800 series) are excluded. Plans under sanction are not shown.",,,,,,,,,,,,,,
"Notes: Data are subject to change as contracts are finalized.  For 2012, enhanced alternative plans may offer additional gap coverage which is calculated as the percentage of “generic” formulary products with coverage above and beyond the 2012 standard ""generic"" coverage gap cost-sharing benefit and/or the percentage of “brand” formulary products covered in addition to the coverage gap discount for applicable drugs.  Additional gap coverage levels are determined separately for formulary generic and brand products and are described as follows:   “All”: 100% of formulary drugs are covered through the gap, “Many”: ?65% to <100% of formulary drugs are covered through the gap, “Some”: ?10% to <65 % of formulary drugs are covered through the gap, “Few”: >0% to <10% of formulary drugs are covered through the gap (and must also be >15 products covered through the gap), “No Gap Coverage”:  0% of formulary drugs are covered through the gap (or ?15 products covered through the gap).  A label of “All Formulary Drugs” is applied for plans that cover 100% of “generic” and 100% of “brand” products (either by covering all formulary drug products in the gap or by having no initial coverage limit).",,,,,,,,,,,,,,
* Indicates plan does not offer Part D drug coverage.,,,,,,,,,,,,,,
** MOOP is defined as: Maximum Out-of-Pocket (MOOP) limit on enrollee spending that includes costs for all in-network Part A and Part B Services. N/A is defined as Not Applicable,,,,,,,,,,,,,,
State,County,Organization Name,Plan Name,Type of Medicare Health Plan,"Monthly Consolidated Premium 
(Includes 
Part C + D)",Annual Drug Deductible,"Drug 
Benefit 
Type","Type of 
Additional Coverage Offered in the Gap",Drug Benefit Type Detail,Contract ID,Plan ID,Segment ID,In-network MOOP Amount **,Overall            Star Rating
Nebraska,Antelope,Universal American Corp.,Today's Options Premier Plus 450C (PFFS),PFFS,$102.00 ,$35 ,Basic,No Gap Coverage,BA,H5421,75,0,"$6,700 ",2.5
Nebraska,Arthur,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$84.40 ,$155 ,Basic,No Gap Coverage,BA,R5566,5,0,"$3,400 ",3.5
Nebraska,Arthur,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$110.00 ,,,,,H5421,210,0,"$3,250 ",2.5
Nebraska,Arthur,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$75.00 ,,,,,H5421,56,0,"$6,700 ",2.5
Nebraska,Arthur,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$165.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,68,0,"$3,250 ",2.5
Nebraska,Arthur,Universal American Corp.,Today's Options Premier Plus 450E (PFFS),PFFS,$108.00 ,$65 ,Basic,No Gap Coverage,BA,H5421,74,0,"$6,700 ",2.5
Nebraska,Arthur,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$0.00 ,,,,,H5435,1,0,"$6,200 ",3
Nebraska,Arthur,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$0.00 ,$0 ,Basic,No Gap Coverage,BA,H5435,24,0,"$6,700 ",3
Nebraska,Banner,Humana Insurance Company,Humana Gold Choice H2944-004 (PFFS),PFFS,$50.00 ,$0 ,Enhanced,Few Generics and Few Brands,EA,H2944,4,0,"$5,000 ",3
Nebraska,Banner,Humana Insurance Company,Humana Gold Choice H2944-178 (PFFS),PFFS *,$0.00 ,,,,,H2944,178,0,"$5,000 ",3
Nebraska,Banner,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$84.40 ,$155 ,Basic,No Gap Coverage,BA,R5566,5,0,"$3,400 ",3.5
Nebraska,Banner,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$35.00 ,,,,,H5421,206,0,"$3,250 ",2.5
Nebraska,Banner,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$0.00 ,,,,,H5421,46,0,"$6,700 ",2.5
Nebraska,Banner,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$98.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,212,0,"$3,250 ",2.5
Nebraska,Banner,Universal American Corp.,Today's Options Premier Plus 450B (PFFS),PFFS,$41.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,70,0,"$6,700 ",2.5
Nebraska,Banner,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$0.00 ,,,,,H5435,1,0,"$6,200 ",3
Nebraska,Banner,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$0.00 ,$0 ,Basic,No Gap Coverage,BA,H5435,24,0,"$6,700 ",3
Nebraska,Blaine,Humana Insurance Company,Humana Gold Choice H2944-004 (PFFS),PFFS,$50.00 ,$0 ,Enhanced,Few Generics and Few Brands,EA,H2944,4,0,"$5,000 ",3
Nebraska,Blaine,Humana Insurance Company,Humana Gold Choice H2944-178 (PFFS),PFFS *,$0.00 ,,,,,H2944,178,0,"$5,000 ",3
Nebraska,Blaine,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$84.40 ,$155 ,Basic,No Gap Coverage,BA,R5566,5,0,"$3,400 ",3.5
Nebraska,Blaine,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$95.00 ,,,,,H5421,209,0,"$3,250 ",2.5
Nebraska,Blaine,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$60.00 ,,,,,H5421,49,0,"$6,700 ",2.5
Nebraska,Blaine,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$139.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,67,0,"$3,250 ",2.5
Nebraska,Blaine,Universal American Corp.,Today's Options Premier Plus 450D (PFFS),PFFS,$82.00 ,$50 ,Basic,No Gap Coverage,BA,H5421,73,0,"$6,700 ",2.5
Nebraska,Blaine,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$0.00 ,,,,,H5435,1,0,"$6,200 ",3
Nebraska,Blaine,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$0.00 ,$0 ,Basic,No Gap Coverage,BA,H5435,24,0,"$6,700 ",3
Nebraska,Boone,Humana Insurance Company,Humana Gold Choice H2944-004 (PFFS),PFFS,$50.00 ,$0 ,Enhanced,Few Generics and Few Brands,EA,H2944,4,0,"$5,000 ",3
Nebraska,Boone,Humana Insurance Company,Humana Gold Choice H2944-178 (PFFS),PFFS *,$0.00 ,,,,,H2944,178,0,"$5,000 ",3
Nebraska,Boone,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$84.40 ,$155 ,Basic,No Gap Coverage,BA,R5566,5,0,"$3,400 ",3.5
Nebraska,Boone,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$60.00 ,,,,,H5421,207,0,"$3,250 ",2.5
Nebraska,Boone,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$25.00 ,,,,,H5421,47,0,"$6,700 ",2.5
Nebraska,Boone,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$119.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,213,0,"$3,250 ",2.5
Nebraska,Boone,Universal American Corp.,Today's Options Premier Plus 450B (PFFS),PFFS,$60.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,65,0,"$6,700 ",2.5
Nebraska,Boone,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$0.00 ,,,,,H5435,1,0,"$6,200 ",3
Nebraska,Boone,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$0.00 ,$0 ,Basic,No Gap Coverage,BA,H5435,24,0,"$6,700 ",3
Nebraska,Box Butte,Humana Insurance Company,Humana Gold Choice H2944-004 (PFFS),PFFS,$50.00 ,$0 ,Enhanced,Few Generics and Few Brands,EA,H2944,4,0,"$5,000 ",3
Nebraska,Box Butte,Humana Insurance Company,Humana Gold Choice H2944-178 (PFFS),PFFS *,$0.00 ,,,,,H2944,178,0,"$5,000 ",3
Nebraska,Box Butte,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$84.40 ,$155 ,Basic,No Gap Coverage,BA,R5566,5,0,"$3,400 ",3.5
Nebraska,Box Butte,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$60.00 ,,,,,H5421,207,0,"$3,250 ",2.5
Nebraska,Box Butte,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$25.00 ,,,,,H5421,47,0,"$6,700 ",2.5
Nebraska,Box Butte,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$119.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,213,0,"$3,250 ",2.5
Nebraska,Box Butte,Universal American Corp.,Today's Options Premier Plus 450B (PFFS),PFFS,$60.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,65,0,"$6,700 ",2.5
Nebraska,Box Butte,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$0.00 ,,,,,H5435,1,0,"$6,200 ",3
Nebraska,Box Butte,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$0.00 ,$0 ,Basic,No Gap Coverage,BA,H5435,24,0,"$6,700 ",3
Nebraska,Boyd,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$84.40 ,$155 ,Basic,No Gap Coverage,BA,R5566,5,0,"$3,400 ",3.5
Nebraska,Boyd,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$95.00 ,,,,,H5421,209,0,"$3,250 ",2.5
Nebraska,Boyd,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$60.00 ,,,,,H5421,49,0,"$6,700 ",2.5
Nebraska,Boyd,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$139.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,67,0,"$3,250 ",2.5
Nebraska,Boyd,Universal American Corp.,Today's Options Premier Plus 450D (PFFS),PFFS,$82.00 ,$50 ,Basic,No Gap Coverage,BA,H5421,73,0,"$6,700 ",2.5
Nebraska,Brown,Humana Insurance Company,Humana Gold Choice H2944-004 (PFFS),PFFS,$50.00 ,$0 ,Enhanced,Few Generics and Few Brands,EA,H2944,4,0,"$5,000 ",3
Nebraska,Brown,Humana Insurance Company,Humana Gold Choice H2944-178 (PFFS),PFFS *,$0.00 ,,,,,H2944,178,0,"$5,000 ",3
Nebraska,Brown,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$84.40 ,$155 ,Basic,No Gap Coverage,BA,R5566,5,0,"$3,400 ",3.5
Nebraska,Brown,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$95.00 ,,,,,H5421,209,0,"$3,250 ",2.5
Nebraska,Brown,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$60.00 ,,,,,H5421,49,0,"$6,700 ",2.5
Nebraska,Brown,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$139.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,67,0,"$3,250 ",2.5
Nebraska,Brown,Universal American Corp.,Today's Options Premier Plus 450D (PFFS),PFFS,$82.00 ,$50 ,Basic,No Gap Coverage,BA,H5421,73,0,"$6,700 ",2.5
Nebraska,Brown,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$0.00 ,,,,,H5435,1,0,"$6,200 ",3
Nebraska,Brown,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$0.00 ,$0 ,Basic,No Gap Coverage,BA,H5435,24,0,"$6,700 ",3
Nebraska,Buffalo,Humana Insurance Company,Humana Gold Choice H2944-004 (PFFS),PFFS,$50.00 ,$0 ,Enhanced,Few Generics and Few Brands,EA,H2944,4,0,"$5,000 ",3
Nebraska,Buffalo,Humana Insurance Company,Humana Gold Choice H2944-178 (PFFS),PFFS *,$0.00 ,,,,,H2944,178,0,"$5,000 ",3
Nebraska,Buffalo,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$84.40 ,$155 ,Basic,No Gap Coverage,BA,R5566,5,0,"$3,400 ",3.5
Nebraska,Buffalo,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$70.00 ,,,,,H5421,208,0,"$3,250 ",2.5
Nebraska,Buffalo,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$35.00 ,,,,,H5421,48,0,"$6,700 ",2.5
Nebraska,Buffalo,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$114.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,214,0,"$3,250 ",2.5
Nebraska,Buffalo,Universal American Corp.,Today's Options Premier Plus 450C (PFFS),PFFS,$56.00 ,$35 ,Basic,No Gap Coverage,BA,H5421,72,0,"$6,700 ",2.5
Nebraska,Buffalo,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$0.00 ,,,,,H5435,1,0,"$6,200 ",3
Nebraska,Buffalo,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$0.00 ,$0 ,Basic,No Gap Coverage,BA,H5435,24,0,"$6,700 ",3
Nebraska,Burt,UnitedHealthcare,AARP MedicareComplete Plus Plan 1 (HMO-POS),Local HMO,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H2803,2,0,"$5,500 ",3.5
Nebraska,Burt,Coventry Health Care,Advantra Silver (HMO),Local HMO,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H7149,1,0,"$4,500 ",3
Nebraska,Burt,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$84.40 ,$155 ,Basic,No Gap Coverage,BA,R5566,5,0,"$3,400 ",3.5
Nebraska,Butler,Coventry Health Care,Advantra Platinum (PPO),Local PPO,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H8393,1,0,"$4,500 ",Not enough data to calculate overall rating
Nebraska,Butler,Coventry Health Care,Advantra Silver (HMO),Local HMO,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H7149,1,0,"$4,500 ",3
Nebraska,Butler,Humana Insurance Company,HumanaChoice H6609-003 (PPO),Local PPO,$71.00 ,$0 ,Enhanced,Few Generics and Few Brands,EA,H6609,3,0,"$4,000 ",3.5
Nebraska,Butler,Humana Insurance Company,HumanaChoice H6609-004 (PPO),Local PPO *,$0.00 ,,,,,H6609,4,0,"$4,000 ",3.5
Nebraska,Butler,Humana Insurance Company,HumanaChoice H6609-023 (PPO),Local PPO,$29.00 ,$320 ,Enhanced,Few Generics and Few Brands,EA,H6609,23,0,"$5,000 ",3.5
Nebraska,Butler,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$84.40 ,$155 ,Basic,No Gap Coverage,BA,R5566,5,0,"$3,400 ",3.5
Nebraska,Cass,UnitedHealthcare,AARP MedicareComplete Plus Plan 1 (HMO-POS),Local HMO,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H2803,2,0,"$5,500 ",3.5
Nebraska,Cass,Coventry Health Care,Advantra Silver (HMO),Local HMO,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H7149,1,0,"$4,500 ",3
Nebraska,Cass,Humana Insurance Company,HumanaChoice H6609-003 (PPO),Local PPO,$71.00 ,$0 ,Enhanced,Few Generics and Few Brands,EA,H6609,3,0,"$4,000 ",3.5
Nebraska,Cass,Humana Insurance Company,HumanaChoice H6609-004 (PPO),Local PPO *,$0.00 ,,,,,H6609,4,0,"$4,000 ",3.5
Nebraska,Cass,Humana Insurance Company,HumanaChoice H6609-023 (PPO),Local PPO,$29.00 ,$320 ,Enhanced,Few Generics and Few Brands,EA,H6609,23,0,"$5,000 ",3.5
Nebraska,Cass,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$84.40 ,$155 ,Basic,No Gap Coverage,BA,R5566,5,0,"$3,400 ",3.5
Nebraska,Cedar,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$84.40 ,$155 ,Basic,No Gap Coverage,BA,R5566,5,0,"$3,400 ",3.5
Nebraska,Cedar,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$95.00 ,,,,,H5421,209,0,"$3,250 ",2.5
Nebraska,Cedar,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$60.00 ,,,,,H5421,49,0,"$6,700 ",2.5
Nebraska,Cedar,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$139.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,67,0,"$3,250 ",2.5
Nebraska,Cedar,Universal American Corp.,Today's Options Premier Plus 450D (PFFS),PFFS,$82.00 ,$50 ,Basic,No Gap Coverage,BA,H5421,73,0,"$6,700 ",2.5
Nebraska,Cedar,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$0.00 ,,,,,H5435,1,0,"$6,200 ",3
Nebraska,Cedar,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$0.00 ,$0 ,Basic,No Gap Coverage,BA,H5435,24,0,"$6,700 ",3
Nebraska,Chase,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$84.40 ,$155 ,Basic,No Gap Coverage,BA,R5566,5,0,"$3,400 ",3.5
Nebraska,Chase,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$110.00 ,,,,,H5421,210,0,"$3,250 ",2.5
Nebraska,Chase,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$75.00 ,,,,,H5421,56,0,"$6,700 ",2.5
Nebraska,Chase,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$165.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,68,0,"$3,250 ",2.5
Nebraska,Chase,Universal American Corp.,Today's Options Premier Plus 450E (PFFS),PFFS,$108.00 ,$65 ,Basic,No Gap Coverage,BA,H5421,74,0,"$6,700 ",2.5
Nebraska,Cherry,Humana Insurance Company,Humana Gold Choice H2944-004 (PFFS),PFFS,$50.00 ,$0 ,Enhanced,Few Generics and Few Brands,EA,H2944,4,0,"$5,000 ",3
Nebraska,Cherry,Humana Insurance Company,Humana Gold Choice H2944-178 (PFFS),PFFS *,$0.00 ,,,,,H2944,178,0,"$5,000 ",3
Nebraska,Cherry,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$84.40 ,$155 ,Basic,No Gap Coverage,BA,R5566,5,0,"$3,400 ",3.5
Nebraska,Cherry,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$110.00 ,,,,,H5421,210,0,"$3,250 ",2.5
Nebraska,Cherry,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$75.00 ,,,,,H5421,56,0,"$6,700 ",2.5
Nebraska,Cherry,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$165.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,68,0,"$3,250 ",2.5
Nebraska,Cherry,Universal American Corp.,Today's Options Premier Plus 450E (PFFS),PFFS,$108.00 ,$65 ,Basic,No Gap Coverage,BA,H5421,74,0,"$6,700 ",2.5
Nebraska,Cherry,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$0.00 ,,,,,H5435,1,0,"$6,200 ",3
Nebraska,Cherry,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$0.00 ,$0 ,Basic,No Gap Coverage,BA,H5435,24,0,"$6,700 ",3
Nebraska,Cheyenne,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$84.40 ,$155 ,Basic,No Gap Coverage,BA,R5566,5,0,"$3,400 ",3.5
Nebraska,Cheyenne,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$60.00 ,,,,,H5421,207,0,"$3,250 ",2.5
Nebraska,Cheyenne,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$25.00 ,,,,,H5421,47,0,"$6,700 ",2.5
Nebraska,Cheyenne,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$119.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,213,0,"$3,250 ",2.5
Nebraska,Cheyenne,Universal American Corp.,Today's Options Premier Plus 450B (PFFS),PFFS,$60.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,65,0,"$6,700 ",2.5
Nebraska,Cheyenne,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$0.00 ,,,,,H5435,1,0,"$6,200 ",3
Nebraska,Cheyenne,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$0.00 ,$0 ,Basic,No Gap Coverage,BA,H5435,24,0,"$6,700 ",3
Nebraska,Clay,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$84.40 ,$155 ,Basic,No Gap Coverage,BA,R5566,5,0,"$3,400 ",3.5
Nebraska,Clay,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$110.00 ,,,,,H5421,210,0,"$3,250 ",2.5
Nebraska,Clay,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$75.00 ,,,,,H5421,56,0,"$6,700 ",2.5
Nebraska,Clay,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$165.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,68,0,"$3,250 ",2.5
Nebraska,Clay,Universal American Corp.,Today's Options Premier Plus 450E (PFFS),PFFS,$108.00 ,$65 ,Basic,No Gap Coverage,BA,H5421,74,0,"$6,700 ",2.5
Nebraska,Colfax,Coventry Health Care,Advantra Platinum (PPO),Local PPO,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H8393,1,0,"$4,500 ",Not enough data to calculate overall rating
Nebraska,Colfax,Coventry Health Care,Advantra Silver (HMO),Local HMO,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H7149,1,0,"$4,500 ",3
Nebraska,Colfax,Humana Insurance Company,HumanaChoice H6609-003 (PPO),Local PPO,$71.00 ,$0 ,Enhanced,Few Generics and Few Brands,EA,H6609,3,0,"$4,000 ",3.5
Nebraska,Colfax,Humana Insurance Company,HumanaChoice H6609-004 (PPO),Local PPO *,$0.00 ,,,,,H6609,4,0,"$4,000 ",3.5
Nebraska,Colfax,Humana Insurance Company,HumanaChoice H6609-023 (PPO),Local PPO,$29.00 ,$320 ,Enhanced,Few Generics and Few Brands,EA,H6609,23,0,"$5,000 ",3.5
Nebraska,Colfax,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$84.40 ,$155 ,Basic,No Gap Coverage,BA,R5566,5,0,"$3,400 ",3.5
Nebraska,Cuming,Coventry Health Care,Advantra Platinum (PPO),Local PPO,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H8393,1,0,"$4,500 ",Not enough data to calculate overall rating
Nebraska,Cuming,Coventry Health Care,Advantra Silver (HMO),Local HMO,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H7149,1,0,"$4,500 ",3
Nebraska,Cuming,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$84.40 ,$155 ,Basic,No Gap Coverage,BA,R5566,5,0,"$3,400 ",3.5
Nebraska,Custer,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$84.40 ,$155 ,Basic,No Gap Coverage,BA,R5566,5,0,"$3,400 ",3.5
Nebraska,Custer,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$125.00 ,,,,,H5421,211,0,"$3,250 ",2.5
Nebraska,Custer,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$90.00 ,,,,,H5421,57,0,"$6,700 ",2.5
