"2011 Medicare Advantage, and Cost Plans",,,,,,,,,,,,,,
"Data as of December 17, 2010.  Includes all 2011 approved contracts/plans.  PACE, Special Needs Plans, Part B Only Plans, and Employer  sponsored plans (800 series) are excluded. Plans under sanction are not shown.",,,,,,,,,,,,,,
"Notes: Data are subject to change as contracts are finalized.  For 2011, enhanced alternative plans may offer additional gap coverage which is calculated as the percentage of “generic” formulary products with coverage above and beyond the 2011 standard ""generic"" coverage gap cost-sharing benefit and/or the percentage of “brand” formulary products covered in addition to the coverage gap discount for applicable drugs.  Additional gap coverage levels are determined separately for formulary generic and brand products and are described as follows:   “All”: 100% of formulary drugs are covered through the gap, “Many”: ?65% to <100% of formulary drugs are covered through the gap, “Some”: ?10% to <65 % of formulary drugs are covered through the gap, “Few”: >0% to <10% of formulary drugs are covered through the gap (and must also be >15 products covered through the gap), “No Gap Coverage”:  0% of formulary drugs are covered through the gap (or ?15 products covered through the gap).  A label of “All Formulary Drugs” is applied for plans that cover 100% of “generic” and 100% of “brand” products (either by covering all formulary drug products in the gap or by having no initial coverage limit).",,,,,,,,,,,,,,
* Indicates plan does not offer Part D drug coverage.,,,,,,,,,,,,,,
** MOOP is defined as: Maximum Out-of-Pocket (MOOP) limit on enrollee spending that includes costs for all in-network Part A and Part B Services. N/A is defined as Not Applicable,,,,,,,,,,,,,,
State,County,Organization Name,Plan Name,Type of Medicare Health Plan,"Monthly Consolidated Premium 
(Includes 
Part C + D)",Annual Drug Deductible,"Drug 
Benefit 
Type","Type of 
Additional Coverage Offered in the Gap",Drug Benefit Type Detail,Contract ID,Plan ID,Segment ID,In-network MOOP Amount **,Preventive Services Provided at Zero Cost Share
Nebraska,Boone,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Boone,Humana Insurance Company,Humana Gold Choice H2944-017 (PFFS),PFFS,$51.00,$0,Enhanced,"Few Generics, Few Brands",EA,H2944,017,0,"$5,000",Yes
Nebraska,Boone,Humana Insurance Company,Humana Gold Choice H2944-171 (PFFS),PFFS *,$0.00,,,,,H2944,171,0,"$6,000",Yes
Nebraska,Boone,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Essential (PFFS),PFFS *,$0.00,,,,,H5435,001,0,"$5,200",Yes
Nebraska,Boone,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Rx (PFFS),PFFS,$0.00,$0,Enhanced,None,EA,H5435,024,0,"$5,800",Yes
Nebraska,Boone,Unicare Life & Health Ins. Company,SecurityChoice Classic (PFFS),PFFS *,$0.00,,,,,H0540,001,0,"$5,000",Yes
Nebraska,Boone,Unicare Life & Health Ins. Company,SecurityChoice Plus (PFFS),PFFS,$30.00,$0,Enhanced,Many Generics,EA,H0540,020,0,"$5,000",Yes
Nebraska,Box Butte,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Box Butte,Humana Insurance Company,Humana Gold Choice H2944-017 (PFFS),PFFS,$51.00,$0,Enhanced,"Few Generics, Few Brands",EA,H2944,017,0,"$5,000",Yes
Nebraska,Box Butte,Humana Insurance Company,Humana Gold Choice H2944-171 (PFFS),PFFS *,$0.00,,,,,H2944,171,0,"$6,000",Yes
Nebraska,Box Butte,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Essential (PFFS),PFFS *,$0.00,,,,,H5435,001,0,"$5,200",Yes
Nebraska,Box Butte,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Rx (PFFS),PFFS,$0.00,$0,Enhanced,None,EA,H5435,024,0,"$5,800",Yes
Nebraska,Box Butte,Unicare Life & Health Ins. Company,SecurityChoice Classic (PFFS),PFFS *,$0.00,,,,,H0540,001,0,"$5,000",Yes
Nebraska,Box Butte,Unicare Life & Health Ins. Company,SecurityChoice Plus (PFFS),PFFS,$30.00,$0,Enhanced,Many Generics,EA,H0540,020,0,"$5,000",Yes
Nebraska,Boyd,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Boyd,Unicare Life & Health Ins. Company,SecurityChoice Classic (PFFS),PFFS *,$0.00,,,,,H0540,001,0,"$5,000",Yes
Nebraska,Boyd,Unicare Life & Health Ins. Company,SecurityChoice Plus (PFFS),PFFS,$30.00,$0,Enhanced,Many Generics,EA,H0540,020,0,"$5,000",Yes
Nebraska,Brown,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Brown,Humana Insurance Company,Humana Gold Choice H2944-017 (PFFS),PFFS,$51.00,$0,Enhanced,"Few Generics, Few Brands",EA,H2944,017,0,"$5,000",Yes
Nebraska,Brown,Humana Insurance Company,Humana Gold Choice H2944-171 (PFFS),PFFS *,$0.00,,,,,H2944,171,0,"$6,000",Yes
Nebraska,Brown,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Essential (PFFS),PFFS *,$0.00,,,,,H5435,001,0,"$5,200",Yes
Nebraska,Brown,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Rx (PFFS),PFFS,$0.00,$0,Enhanced,None,EA,H5435,024,0,"$5,800",Yes
Nebraska,Brown,Unicare Life & Health Ins. Company,SecurityChoice Classic (PFFS),PFFS *,$0.00,,,,,H0540,001,0,"$5,000",Yes
Nebraska,Brown,Unicare Life & Health Ins. Company,SecurityChoice Plus (PFFS),PFFS,$30.00,$0,Enhanced,Many Generics,EA,H0540,020,0,"$5,000",Yes
Nebraska,Buffalo,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Buffalo,Humana Insurance Company,Humana Gold Choice H2944-017 (PFFS),PFFS,$51.00,$0,Enhanced,"Few Generics, Few Brands",EA,H2944,017,0,"$5,000",Yes
Nebraska,Buffalo,Humana Insurance Company,Humana Gold Choice H2944-171 (PFFS),PFFS *,$0.00,,,,,H2944,171,0,"$6,000",Yes
Nebraska,Buffalo,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Essential (PFFS),PFFS *,$0.00,,,,,H5435,001,0,"$5,200",Yes
Nebraska,Buffalo,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Rx (PFFS),PFFS,$0.00,$0,Enhanced,None,EA,H5435,024,0,"$5,800",Yes
Nebraska,Buffalo,Unicare Life & Health Ins. Company,SecurityChoice Classic (PFFS),PFFS *,$0.00,,,,,H0540,001,0,"$5,000",Yes
Nebraska,Buffalo,Unicare Life & Health Ins. Company,SecurityChoice Plus (PFFS),PFFS,$30.00,$0,Enhanced,Many Generics,EA,H0540,020,0,"$5,000",Yes
Nebraska,Burt,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Burt,Coventry Health Care,Advantra Silver (HMO),Local HMO,$0.00,$0,Enhanced,None,EA,H7149,001,0,"$6,700",Yes
Nebraska,Burt,SecureHorizons by UnitedHealthcare,AARP MedicareComplete Plus Plan 1 (HMO-POS),Local HMO,$0.00,$0,Enhanced,None,EA,H2803,002,0,"$4,500",Yes
Nebraska,Butler,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Butler,Coventry Health Care,Advantra Platinum (PPO),Local PPO,$0.00,$0,Enhanced,None,EA,H8393,001,0,"$6,700",Yes
Nebraska,Butler,Coventry Health Care,Advantra Silver (HMO),Local HMO,$0.00,$0,Enhanced,None,EA,H7149,001,0,"$6,700",Yes
Nebraska,Butler,Humana Insurance Company,HumanaChoice H6609-003 (PPO),Local PPO,$71.00,$0,Enhanced,"Few Generics, Few Brands",EA,H6609,003,0,"$3,400",Yes
Nebraska,Butler,Humana Insurance Company,HumanaChoice H6609-004 (PPO),Local PPO *,$0.00,,,,,H6609,004,0,"$3,400",Yes
Nebraska,Butler,Humana Insurance Company,HumanaChoice H6609-023 (PPO),Local PPO,$32.00,$150,Basic,None,BA,H6609,023,0,"$6,700",Yes
Nebraska,Cass,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Cass,Coventry Health Care,Advantra Silver (HMO),Local HMO,$0.00,$0,Enhanced,None,EA,H7149,001,0,"$6,700",Yes
Nebraska,Cass,Humana Insurance Company,HumanaChoice H6609-003 (PPO),Local PPO,$71.00,$0,Enhanced,"Few Generics, Few Brands",EA,H6609,003,0,"$3,400",Yes
Nebraska,Cass,Humana Insurance Company,HumanaChoice H6609-004 (PPO),Local PPO *,$0.00,,,,,H6609,004,0,"$3,400",Yes
Nebraska,Cass,Humana Insurance Company,HumanaChoice H6609-023 (PPO),Local PPO,$32.00,$150,Basic,None,BA,H6609,023,0,"$6,700",Yes
Nebraska,Cass,SecureHorizons by UnitedHealthcare,AARP MedicareComplete Plus Plan 1 (HMO-POS),Local HMO,$0.00,$0,Enhanced,None,EA,H2803,002,0,"$4,500",Yes
Nebraska,Cedar,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Cedar,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Essential (PFFS),PFFS *,$0.00,,,,,H5435,001,0,"$5,200",Yes
Nebraska,Cedar,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Rx (PFFS),PFFS,$0.00,$0,Enhanced,None,EA,H5435,024,0,"$5,800",Yes
Nebraska,Cedar,Unicare Life & Health Ins. Company,SecurityChoice Classic (PFFS),PFFS *,$0.00,,,,,H0540,001,0,"$5,000",Yes
Nebraska,Cedar,Unicare Life & Health Ins. Company,SecurityChoice Plus (PFFS),PFFS,$30.00,$0,Enhanced,Many Generics,EA,H0540,020,0,"$5,000",Yes
Nebraska,Chase,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Chase,Unicare Life & Health Ins. Company,SecurityChoice Classic (PFFS),PFFS *,$0.00,,,,,H0540,001,0,"$5,000",Yes
Nebraska,Chase,Unicare Life & Health Ins. Company,SecurityChoice Plus (PFFS),PFFS,$30.00,$0,Enhanced,Many Generics,EA,H0540,020,0,"$5,000",Yes
Nebraska,Cherry,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Cherry,Humana Insurance Company,Humana Gold Choice H2944-017 (PFFS),PFFS,$51.00,$0,Enhanced,"Few Generics, Few Brands",EA,H2944,017,0,"$5,000",Yes
Nebraska,Cherry,Humana Insurance Company,Humana Gold Choice H2944-171 (PFFS),PFFS *,$0.00,,,,,H2944,171,0,"$6,000",Yes
Nebraska,Cherry,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Essential (PFFS),PFFS *,$0.00,,,,,H5435,001,0,"$5,200",Yes
Nebraska,Cherry,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Rx (PFFS),PFFS,$0.00,$0,Enhanced,None,EA,H5435,024,0,"$5,800",Yes
Nebraska,Cherry,Unicare Life & Health Ins. Company,SecurityChoice Classic (PFFS),PFFS *,$0.00,,,,,H0540,001,0,"$5,000",Yes
Nebraska,Cherry,Unicare Life & Health Ins. Company,SecurityChoice Plus (PFFS),PFFS,$30.00,$0,Enhanced,Many Generics,EA,H0540,020,0,"$5,000",Yes
Nebraska,Cheyenne,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Cheyenne,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Essential (PFFS),PFFS *,$0.00,,,,,H5435,001,0,"$5,200",Yes
Nebraska,Cheyenne,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Rx (PFFS),PFFS,$0.00,$0,Enhanced,None,EA,H5435,024,0,"$5,800",Yes
Nebraska,Cheyenne,Unicare Life & Health Ins. Company,SecurityChoice Classic (PFFS),PFFS *,$0.00,,,,,H0540,001,0,"$5,000",Yes
Nebraska,Cheyenne,Unicare Life & Health Ins. Company,SecurityChoice Plus (PFFS),PFFS,$30.00,$0,Enhanced,Many Generics,EA,H0540,020,0,"$5,000",Yes
Nebraska,Clay,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Clay,Unicare Life & Health Ins. Company,SecurityChoice Classic (PFFS),PFFS *,$0.00,,,,,H0540,001,0,"$5,000",Yes
Nebraska,Clay,Unicare Life & Health Ins. Company,SecurityChoice Plus (PFFS),PFFS,$30.00,$0,Enhanced,Many Generics,EA,H0540,020,0,"$5,000",Yes
Nebraska,Colfax,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Colfax,Coventry Health Care,Advantra Platinum (PPO),Local PPO,$0.00,$0,Enhanced,None,EA,H8393,001,0,"$6,700",Yes
Nebraska,Colfax,Coventry Health Care,Advantra Silver (HMO),Local HMO,$0.00,$0,Enhanced,None,EA,H7149,001,0,"$6,700",Yes
Nebraska,Colfax,Humana Insurance Company,HumanaChoice H6609-003 (PPO),Local PPO,$71.00,$0,Enhanced,"Few Generics, Few Brands",EA,H6609,003,0,"$3,400",Yes
Nebraska,Colfax,Humana Insurance Company,HumanaChoice H6609-004 (PPO),Local PPO *,$0.00,,,,,H6609,004,0,"$3,400",Yes
Nebraska,Colfax,Humana Insurance Company,HumanaChoice H6609-023 (PPO),Local PPO,$32.00,$150,Basic,None,BA,H6609,023,0,"$6,700",Yes
Nebraska,Cuming,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Cuming,Coventry Health Care,Advantra Platinum (PPO),Local PPO,$0.00,$0,Enhanced,None,EA,H8393,001,0,"$6,700",Yes
Nebraska,Cuming,Coventry Health Care,Advantra Silver (HMO),Local HMO,$0.00,$0,Enhanced,None,EA,H7149,001,0,"$6,700",Yes
Nebraska,Cuming,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Essential (PFFS),PFFS *,$0.00,,,,,H5435,001,0,"$5,200",Yes
Nebraska,Cuming,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Rx (PFFS),PFFS,$0.00,$0,Enhanced,None,EA,H5435,024,0,"$5,800",Yes
Nebraska,Cuming,Unicare Life & Health Ins. Company,SecurityChoice Classic (PFFS),PFFS *,$0.00,,,,,H0540,001,0,"$5,000",Yes
Nebraska,Cuming,Unicare Life & Health Ins. Company,SecurityChoice Plus (PFFS),PFFS,$30.00,$0,Enhanced,Many Generics,EA,H0540,020,0,"$5,000",Yes
Nebraska,Custer,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Custer,Unicare Life & Health Ins. Company,SecurityChoice Classic (PFFS),PFFS *,$0.00,,,,,H0540,001,0,"$5,000",Yes
Nebraska,Custer,Unicare Life & Health Ins. Company,SecurityChoice Plus (PFFS),PFFS,$30.00,$0,Enhanced,Many Generics,EA,H0540,020,0,"$5,000",Yes
Nebraska,Dakota,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Dakota,Humana Insurance Company,Humana Gold Choice H2944-017 (PFFS),PFFS,$51.00,$0,Enhanced,"Few Generics, Few Brands",EA,H2944,017,0,"$5,000",Yes
Nebraska,Dakota,Humana Insurance Company,Humana Gold Choice H2944-171 (PFFS),PFFS *,$0.00,,,,,H2944,171,0,"$6,000",Yes
Nebraska,Dakota,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Essential (PFFS),PFFS *,$0.00,,,,,H5435,001,0,"$5,200",Yes
Nebraska,Dakota,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Rx (PFFS),PFFS,$0.00,$0,Enhanced,None,EA,H5435,024,0,"$5,800",Yes
Nebraska,Dakota,Unicare Life & Health Ins. Company,SecurityChoice Classic (PFFS),PFFS *,$0.00,,,,,H0540,001,0,"$5,000",Yes
Nebraska,Dakota,Unicare Life & Health Ins. Company,SecurityChoice Plus (PFFS),PFFS,$30.00,$0,Enhanced,Many Generics,EA,H0540,020,0,"$5,000",Yes
Nebraska,Dawes,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Dawes,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Essential (PFFS),PFFS *,$0.00,,,,,H5435,001,0,"$5,200",Yes
Nebraska,Dawes,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Rx (PFFS),PFFS,$0.00,$0,Enhanced,None,EA,H5435,024,0,"$5,800",Yes
Nebraska,Dawes,Unicare Life & Health Ins. Company,SecurityChoice Classic (PFFS),PFFS *,$0.00,,,,,H0540,001,0,"$5,000",Yes
Nebraska,Dawes,Unicare Life & Health Ins. Company,SecurityChoice Plus (PFFS),PFFS,$30.00,$0,Enhanced,Many Generics,EA,H0540,020,0,"$5,000",Yes
Nebraska,Dawson,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Dawson,Humana Insurance Company,Humana Gold Choice H2944-017 (PFFS),PFFS,$51.00,$0,Enhanced,"Few Generics, Few Brands",EA,H2944,017,0,"$5,000",Yes
Nebraska,Dawson,Humana Insurance Company,Humana Gold Choice H2944-171 (PFFS),PFFS *,$0.00,,,,,H2944,171,0,"$6,000",Yes
Nebraska,Dawson,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Essential (PFFS),PFFS *,$0.00,,,,,H5435,001,0,"$5,200",Yes
Nebraska,Dawson,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Rx (PFFS),PFFS,$0.00,$0,Enhanced,None,EA,H5435,024,0,"$5,800",Yes
Nebraska,Dawson,Unicare Life & Health Ins. Company,SecurityChoice Classic (PFFS),PFFS *,$0.00,,,,,H0540,001,0,"$5,000",Yes
Nebraska,Dawson,Unicare Life & Health Ins. Company,SecurityChoice Plus (PFFS),PFFS,$30.00,$0,Enhanced,Many Generics,EA,H0540,020,0,"$5,000",Yes
Nebraska,Deuel,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Deuel,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Essential (PFFS),PFFS *,$0.00,,,,,H5435,001,0,"$5,200",Yes
Nebraska,Deuel,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Rx (PFFS),PFFS,$0.00,$0,Enhanced,None,EA,H5435,024,0,"$5,800",Yes
Nebraska,Deuel,Unicare Life & Health Ins. Company,SecurityChoice Classic (PFFS),PFFS *,$0.00,,,,,H0540,001,0,"$5,000",Yes
Nebraska,Deuel,Unicare Life & Health Ins. Company,SecurityChoice Plus (PFFS),PFFS,$30.00,$0,Enhanced,Many Generics,EA,H0540,020,0,"$5,000",Yes
Nebraska,Dixon,Blue Cross and Blue Shield of Nebraska,MedicareBlue PPO (Regional PPO),Regional PPO,$71.30,$310,Basic,None,AE,R5566,005,0,"$3,350",Yes
Nebraska,Dixon,Humana Insurance Company,Humana Gold Choice H2944-017 (PFFS),PFFS,$51.00,$0,Enhanced,"Few Generics, Few Brands",EA,H2944,017,0,"$5,000",Yes
Nebraska,Dixon,Humana Insurance Company,Humana Gold Choice H2944-171 (PFFS),PFFS *,$0.00,,,,,H2944,171,0,"$6,000",Yes
Nebraska,Dixon,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Essential (PFFS),PFFS *,$0.00,,,,,H5435,001,0,"$5,200",Yes
Nebraska,Dixon,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Rx (PFFS),PFFS,$0.00,$0,Enhanced,None,EA,H5435,024,0,"$5,800",Yes
Nebraska,Dixon,Unicare Life & Health Ins. Company,SecurityChoice Classic (PFFS),PFFS *,$0.00,,,,,H0540,001,0,"$5,000",Yes
Nebraska,Dixon,Unicare Life & Health Ins. Company,SecurityChoice Plus (PFFS),PFFS,$30.00,$0,Enhanced,Many Generics,EA,H0540,020,0,"$5,000",Yes
